"10826: Population, by region, age, contents and year"

"region";"age";"Persons 2022"
"030115a Søndre Nordstrand";"14 years";578
"030115a Søndre Nordstrand";"15 years";579
"030115a Søndre Nordstrand";"16 years";605
"030115a Søndre Nordstrand";"17 years";567
"030115a Søndre Nordstrand";"18 years";560
"030115a Søndre Nordstrand";"19 years";566
"030115a Søndre Nordstrand";"20 years";493
"030115a Søndre Nordstrand";"21 years";485
"030115a Søndre Nordstrand";"22 years";483
"030115a Søndre Nordstrand";"23 years";458
"030115a Søndre Nordstrand";"24 years";500
"030115a Søndre Nordstrand";"25 years";442
"030115a Søndre Nordstrand";"26 years";465
"030115a Søndre Nordstrand";"27 years";468
"030115a Søndre Nordstrand";"28 years";498
"030115a Søndre Nordstrand";"29 years";442
"030115a Søndre Nordstrand";"30 years";508
"030115a Søndre Nordstrand";"31 years";532
"030115a Søndre Nordstrand";"32 years";564
"030115a Søndre Nordstrand";"33 years";571
"030115a Søndre Nordstrand";"34 years";604
"030115a Søndre Nordstrand";"35 years";588
"030115a Søndre Nordstrand";"36 years";608
"030115a Søndre Nordstrand";"37 years";584
"030115a Søndre Nordstrand";"38 years";603
"030115a Søndre Nordstrand";"39 years";592
"030115a Søndre Nordstrand";"40 years";579
"030115a Søndre Nordstrand";"41 years";590
"030115a Søndre Nordstrand";"42 years";555
"030115a Søndre Nordstrand";"43 years";538
"030115a Søndre Nordstrand";"44 years";531
"030115a Søndre Nordstrand";"45 years";571
"030115a Søndre Nordstrand";"46 years";551
"030115a Søndre Nordstrand";"47 years";561
"030115a Søndre Nordstrand";"48 years";590
"030115a Søndre Nordstrand";"49 years";539
"030115a Søndre Nordstrand";"50 years";491
"030115a Søndre Nordstrand";"51 years";538
"030115a Søndre Nordstrand";"52 years";562
"030115a Søndre Nordstrand";"53 years";514
"030115a Søndre Nordstrand";"54 years";460
"030115a Søndre Nordstrand";"55 years";470
"030115a Søndre Nordstrand";"56 years";489
"030115a Søndre Nordstrand";"57 years";479
"030115a Søndre Nordstrand";"58 years";506
"030115a Søndre Nordstrand";"59 years";462
"030115a Søndre Nordstrand";"60 years";444
"030115a Søndre Nordstrand";"61 years";480
"030115a Søndre Nordstrand";"62 years";466
"030115a Søndre Nordstrand";"63 years";491
"030115a Søndre Nordstrand";"64 years";457
"030115a Søndre Nordstrand";"65 years";447
"030115a Søndre Nordstrand";"66 years";393
"030115a Søndre Nordstrand";"67 years";341
"030115a Søndre Nordstrand";"68 years";346
"030115a Søndre Nordstrand";"69 years";320
"030115a Søndre Nordstrand";"70 years";284
"030115a Søndre Nordstrand";"71 years";265
"030115a Søndre Nordstrand";"72 years";280
"030115a Søndre Nordstrand";"73 years";244
"030115a Søndre Nordstrand";"74 years";229
"030115a Søndre Nordstrand";"75 years";260
"030115a Søndre Nordstrand";"76 years";184
"030115a Søndre Nordstrand";"77 years";185
"030115a Søndre Nordstrand";"78 years";159
"030115a Søndre Nordstrand";"79 years";153
"030115a Søndre Nordstrand";"80 years";100
"030115a Søndre Nordstrand";"81 years";97
"030115a Søndre Nordstrand";"82 years";87
"030115a Søndre Nordstrand";"83 years";61
"030115a Søndre Nordstrand";"84 years";56
"030115a Søndre Nordstrand";"85 years";43
"030115a Søndre Nordstrand";"86 years";54
"030115a Søndre Nordstrand";"87 years";35
"030115a Søndre Nordstrand";"88 years";39
"030115a Søndre Nordstrand";"89 years";29
"030115a Søndre Nordstrand";"90 years";32
"030115a Søndre Nordstrand";"91 years";34
"030115a Søndre Nordstrand";"92 years";17
"030115a Søndre Nordstrand";"93 years";10
"030115a Søndre Nordstrand";"94 years";12
"030115a Søndre Nordstrand";"95 years";10
"030115a Søndre Nordstrand";"96 years";7
"030115a Søndre Nordstrand";"97 years";8
"030115a Søndre Nordstrand";"98 years";6
"030115a Søndre Nordstrand";"99 years";2
"030115a Søndre Nordstrand";"100 years";2
"030115a Søndre Nordstrand";"101 years";0
"030115a Søndre Nordstrand";"102 years";0
"030115a Søndre Nordstrand";"103 years";0
"030115a Søndre Nordstrand";"104 years";0
"030115a Søndre Nordstrand";"105 years or older";2
"030116a Sentrum";"0 years";8
"030116a Sentrum";"1 year";4
"030116a Sentrum";"2 years";5
"030116a Sentrum";"3 years";3
"030116a Sentrum";"4 years";5
"030116a Sentrum";"5 years";3
"030116a Sentrum";"6 years";1
"030116a Sentrum";"7 years";3
"030116a Sentrum";"8 years";0
"030116a Sentrum";"9 years";3
"030116a Sentrum";"10 years";1
"030116a Sentrum";"11 years";1
"030116a Sentrum";"12 years";1
"030116a Sentrum";"13 years";1
"030116a Sentrum";"14 years";2
"030116a Sentrum";"15 years";8
"030116a Sentrum";"16 years";2
"030116a Sentrum";"17 years";0
"030116a Sentrum";"18 years";3
"030116a Sentrum";"19 years";24
"030116a Sentrum";"20 years";35
"030116a Sentrum";"21 years";40
"030116a Sentrum";"22 years";70
"030116a Sentrum";"23 years";77
"030116a Sentrum";"24 years";92
"030116a Sentrum";"25 years";81
"030116a Sentrum";"26 years";90
"030116a Sentrum";"27 years";103
"030116a Sentrum";"28 years";68
"030116a Sentrum";"29 years";67
"030116a Sentrum";"30 years";69
"030116a Sentrum";"31 years";52
"030116a Sentrum";"32 years";60
"030116a Sentrum";"33 years";57
"030116a Sentrum";"34 years";48
"030116a Sentrum";"35 years";36
"030116a Sentrum";"36 years";31
"030116a Sentrum";"37 years";31
"030116a Sentrum";"38 years";17
"030116a Sentrum";"39 years";34
"030116a Sentrum";"40 years";25
"030116a Sentrum";"41 years";25
"030116a Sentrum";"42 years";13
"030116a Sentrum";"43 years";22
"030116a Sentrum";"44 years";15
"030116a Sentrum";"45 years";18
"030116a Sentrum";"46 years";14
"030116a Sentrum";"47 years";13
"030116a Sentrum";"48 years";10
"030116a Sentrum";"49 years";9
"030116a Sentrum";"50 years";9
"030116a Sentrum";"51 years";11
"030116a Sentrum";"52 years";10
"030116a Sentrum";"53 years";8
"030116a Sentrum";"54 years";19
"030116a Sentrum";"55 years";16
"030116a Sentrum";"56 years";7
"030116a Sentrum";"57 years";14
"030116a Sentrum";"58 years";9
"030116a Sentrum";"59 years";5
"030116a Sentrum";"60 years";7
"030116a Sentrum";"61 years";7
"030116a Sentrum";"62 years";4
"030116a Sentrum";"63 years";7
"030116a Sentrum";"64 years";5
"030116a Sentrum";"65 years";3
"030116a Sentrum";"66 years";3
"030116a Sentrum";"67 years";5
"030116a Sentrum";"68 years";0
"030116a Sentrum";"69 years";5
"030116a Sentrum";"70 years";4
"030116a Sentrum";"71 years";6
"030116a Sentrum";"72 years";3
"030116a Sentrum";"73 years";3
"030116a Sentrum";"74 years";1
"030116a Sentrum";"75 years";4
"030116a Sentrum";"76 years";0
"030116a Sentrum";"77 years";3
"030116a Sentrum";"78 years";2
"030116a Sentrum";"79 years";1
"030116a Sentrum";"80 years";0
"030116a Sentrum";"81 years";0
"030116a Sentrum";"82 years";0
"030116a Sentrum";"83 years";0
"030116a Sentrum";"84 years";2
"030116a Sentrum";"85 years";0
"030116a Sentrum";"86 years";0
"030116a Sentrum";"87 years";0
"030116a Sentrum";"88 years";0
"030116a Sentrum";"89 years";0
"030116a Sentrum";"90 years";3
"030116a Sentrum";"91 years";0
"030116a Sentrum";"92 years";0
"030116a Sentrum";"93 years";1
"030116a Sentrum";"94 years";1
"030116a Sentrum";"95 years";0
"030116a Sentrum";"96 years";1
"030116a Sentrum";"97 years";0
"030116a Sentrum";"98 years";0
"030116a Sentrum";"99 years";0
"030116a Sentrum";"100 years";0
"030116a Sentrum";"101 years";0
"030116a Sentrum";"102 years";0
"030116a Sentrum";"103 years";0
"030116a Sentrum";"104 years";0
"030116a Sentrum";"105 years or older";0
"030117a Marka";"0 years";11
"030117a Marka";"1 year";11
"030117a Marka";"2 years";17
"030117a Marka";"3 years";11
"030117a Marka";"4 years";19
"030117a Marka";"5 years";16
"030117a Marka";"6 years";20
"030117a Marka";"7 years";21
"030117a Marka";"8 years";17
"030117a Marka";"9 years";17
"030117a Marka";"10 years";25
"030117a Marka";"11 years";22
"030117a Marka";"12 years";24
"030117a Marka";"13 years";19
"030117a Marka";"14 years";18
"030117a Marka";"15 years";19
"030117a Marka";"16 years";21
"030117a Marka";"17 years";12
"030117a Marka";"18 years";21
"030117a Marka";"19 years";18
"030117a Marka";"20 years";17
"030117a Marka";"21 years";16
"030117a Marka";"22 years";18
"030117a Marka";"23 years";11
"030117a Marka";"24 years";15
"030117a Marka";"25 years";15
"030117a Marka";"26 years";13
"030117a Marka";"27 years";13
"030117a Marka";"28 years";15
"030117a Marka";"29 years";11
"030117a Marka";"30 years";8
"030117a Marka";"31 years";12
"030117a Marka";"32 years";14
"030117a Marka";"33 years";23
"030117a Marka";"34 years";17
"030117a Marka";"35 years";19
"030117a Marka";"36 years";25
"030117a Marka";"37 years";23
"030117a Marka";"38 years";22
"030117a Marka";"39 years";19
"030117a Marka";"40 years";29
"030117a Marka";"41 years";15
"030117a Marka";"42 years";25
"030117a Marka";"43 years";27
"030117a Marka";"44 years";31
"030117a Marka";"45 years";28
"030117a Marka";"46 years";28
"030117a Marka";"47 years";28
"030117a Marka";"48 years";16
"030117a Marka";"49 years";30
"030117a Marka";"50 years";30
"030117a Marka";"51 years";27
"030117a Marka";"52 years";32
"030117a Marka";"53 years";27
"030117a Marka";"54 years";22
"030117a Marka";"55 years";21
"030117a Marka";"56 years";28
"030117a Marka";"57 years";20
"030117a Marka";"58 years";36
"030117a Marka";"59 years";31
"030117a Marka";"60 years";27
"030117a Marka";"61 years";33
"030117a Marka";"62 years";40
"030117a Marka";"63 years";24
"030117a Marka";"64 years";21
"030117a Marka";"65 years";23
"030117a Marka";"66 years";22
"030117a Marka";"67 years";21
"030117a Marka";"68 years";27
"030117a Marka";"69 years";25
"030117a Marka";"70 years";13
"030117a Marka";"71 years";10
"030117a Marka";"72 years";17
"030117a Marka";"73 years";13
"030117a Marka";"74 years";10
"030117a Marka";"75 years";11
"030117a Marka";"76 years";14
"030117a Marka";"77 years";13
"030117a Marka";"78 years";7
"030117a Marka";"79 years";7
"030117a Marka";"80 years";1
"030117a Marka";"81 years";7
"030117a Marka";"82 years";4
"030117a Marka";"83 years";5
"030117a Marka";"84 years";7
"030117a Marka";"85 years";3
"030117a Marka";"86 years";1
"030117a Marka";"87 years";2
"030117a Marka";"88 years";1
"030117a Marka";"89 years";1
"030117a Marka";"90 years";4
"030117a Marka";"91 years";2
"030117a Marka";"92 years";2
"030117a Marka";"93 years";0
"030117a Marka";"94 years";0
"030117a Marka";"95 years";1
"030117a Marka";"96 years";1
"030117a Marka";"97 years";0
"030117a Marka";"98 years";0
"030117a Marka";"99 years";0
"030117a Marka";"100 years";0
"030117a Marka";"101 years";0
"030117a Marka";"102 years";0
"030117a Marka";"103 years";0
"030117a Marka";"104 years";0
"030117a Marka";"105 years or older";0
"030199a Unknown urban district Oslo";"0 years";9
"030199a Unknown urban district Oslo";"1 year";10
"030199a Unknown urban district Oslo";"2 years";11
"030199a Unknown urban district Oslo";"3 years";17
"030199a Unknown urban district Oslo";"4 years";32
"030199a Unknown urban district Oslo";"5 years";21
"030199a Unknown urban district Oslo";"6 years";11
"030199a Unknown urban district Oslo";"7 years";21
"030199a Unknown urban district Oslo";"8 years";18
"030199a Unknown urban district Oslo";"9 years";24
"030199a Unknown urban district Oslo";"10 years";26
"030199a Unknown urban district Oslo";"11 years";15
"030199a Unknown urban district Oslo";"12 years";22
"030199a Unknown urban district Oslo";"13 years";11
"030199a Unknown urban district Oslo";"14 years";20
"030199a Unknown urban district Oslo";"15 years";19
"030199a Unknown urban district Oslo";"16 years";14
"030199a Unknown urban district Oslo";"17 years";10
"030199a Unknown urban district Oslo";"18 years";12
"030199a Unknown urban district Oslo";"19 years";9
"030199a Unknown urban district Oslo";"20 years";9
"030199a Unknown urban district Oslo";"21 years";10
"030199a Unknown urban district Oslo";"22 years";16
"030199a Unknown urban district Oslo";"23 years";11
"030199a Unknown urban district Oslo";"24 years";14
"030199a Unknown urban district Oslo";"25 years";16
"030199a Unknown urban district Oslo";"26 years";12
"030199a Unknown urban district Oslo";"27 years";27
"030199a Unknown urban district Oslo";"28 years";20
"030199a Unknown urban district Oslo";"29 years";29
"030199a Unknown urban district Oslo";"30 years";15
"030199a Unknown urban district Oslo";"31 years";20
"030199a Unknown urban district Oslo";"32 years";25
"030199a Unknown urban district Oslo";"33 years";23
"030199a Unknown urban district Oslo";"34 years";37
"030199a Unknown urban district Oslo";"35 years";37
"030199a Unknown urban district Oslo";"36 years";35
"030199a Unknown urban district Oslo";"37 years";37
"030199a Unknown urban district Oslo";"38 years";37
"030199a Unknown urban district Oslo";"39 years";25
"030199a Unknown urban district Oslo";"40 years";35
"030199a Unknown urban district Oslo";"41 years";39
"030199a Unknown urban district Oslo";"42 years";30
"030199a Unknown urban district Oslo";"43 years";31
"030199a Unknown urban district Oslo";"44 years";37
"030199a Unknown urban district Oslo";"45 years";30
"030199a Unknown urban district Oslo";"46 years";29
"030199a Unknown urban district Oslo";"47 years";33
"030199a Unknown urban district Oslo";"48 years";29
"030199a Unknown urban district Oslo";"49 years";37
"030199a Unknown urban district Oslo";"50 years";34
"030199a Unknown urban district Oslo";"51 years";17
"030199a Unknown urban district Oslo";"52 years";27
"030199a Unknown urban district Oslo";"53 years";23
"030199a Unknown urban district Oslo";"54 years";27
"030199a Unknown urban district Oslo";"55 years";23
"030199a Unknown urban district Oslo";"56 years";22
"030199a Unknown urban district Oslo";"57 years";31
"030199a Unknown urban district Oslo";"58 years";19
"030199a Unknown urban district Oslo";"59 years";13
"030199a Unknown urban district Oslo";"60 years";12
"030199a Unknown urban district Oslo";"61 years";18
"030199a Unknown urban district Oslo";"62 years";11
"030199a Unknown urban district Oslo";"63 years";20
"030199a Unknown urban district Oslo";"64 years";6
"030199a Unknown urban district Oslo";"65 years";11
"030199a Unknown urban district Oslo";"66 years";8
"030199a Unknown urban district Oslo";"67 years";9
"030199a Unknown urban district Oslo";"68 years";7
"030199a Unknown urban district Oslo";"69 years";10
"030199a Unknown urban district Oslo";"70 years";5
"030199a Unknown urban district Oslo";"71 years";5
"030199a Unknown urban district Oslo";"72 years";2
"030199a Unknown urban district Oslo";"73 years";4
"030199a Unknown urban district Oslo";"74 years";1
"030199a Unknown urban district Oslo";"75 years";4
"030199a Unknown urban district Oslo";"76 years";3
"030199a Unknown urban district Oslo";"77 years";1
"030199a Unknown urban district Oslo";"78 years";4
"030199a Unknown urban district Oslo";"79 years";3
"030199a Unknown urban district Oslo";"80 years";1
"030199a Unknown urban district Oslo";"81 years";6
"030199a Unknown urban district Oslo";"82 years";2
"030199a Unknown urban district Oslo";"83 years";4
"030199a Unknown urban district Oslo";"84 years";0
"030199a Unknown urban district Oslo";"85 years";1
"030199a Unknown urban district Oslo";"86 years";2
"030199a Unknown urban district Oslo";"87 years";1
"030199a Unknown urban district Oslo";"88 years";0
"030199a Unknown urban district Oslo";"89 years";0
"030199a Unknown urban district Oslo";"90 years";0
"030199a Unknown urban district Oslo";"91 years";2
"030199a Unknown urban district Oslo";"92 years";1
"030199a Unknown urban district Oslo";"93 years";0
"030199a Unknown urban district Oslo";"94 years";1
"030199a Unknown urban district Oslo";"95 years";3
"030199a Unknown urban district Oslo";"96 years";0
"030199a Unknown urban district Oslo";"97 years";0
"030199a Unknown urban district Oslo";"98 years";0
"030199a Unknown urban district Oslo";"99 years";0
"030199a Unknown urban district Oslo";"100 years";0
"030199a Unknown urban district Oslo";"101 years";1
"030199a Unknown urban district Oslo";"102 years";0
"030199a Unknown urban district Oslo";"103 years";0
"030199a Unknown urban district Oslo";"104 years";0
"030199a Unknown urban district Oslo";"105 years or older";0
"030100a Oslo total (2001-2003)";"0 years";0
"030100a Oslo total (2001-2003)";"1 year";0
"030100a Oslo total (2001-2003)";"2 years";0
"030100a Oslo total (2001-2003)";"3 years";0
"030100a Oslo total (2001-2003)";"4 years";0
"030100a Oslo total (2001-2003)";"5 years";0
"030100a Oslo total (2001-2003)";"6 years";0
"030100a Oslo total (2001-2003)";"7 years";0
"030100a Oslo total (2001-2003)";"8 years";0
"030100a Oslo total (2001-2003)";"9 years";0
"030100a Oslo total (2001-2003)";"10 years";0
"030100a Oslo total (2001-2003)";"11 years";0
"030100a Oslo total (2001-2003)";"12 years";0
"030100a Oslo total (2001-2003)";"13 years";0
"030100a Oslo total (2001-2003)";"14 years";0
"030100a Oslo total (2001-2003)";"15 years";0
"030100a Oslo total (2001-2003)";"16 years";0
"030100a Oslo total (2001-2003)";"17 years";0
"030100a Oslo total (2001-2003)";"18 years";0
"030100a Oslo total (2001-2003)";"19 years";0
"030100a Oslo total (2001-2003)";"20 years";0
"030100a Oslo total (2001-2003)";"21 years";0
"030100a Oslo total (2001-2003)";"22 years";0
"030100a Oslo total (2001-2003)";"23 years";0
"030100a Oslo total (2001-2003)";"24 years";0
"030100a Oslo total (2001-2003)";"25 years";0
"030100a Oslo total (2001-2003)";"26 years";0
"030100a Oslo total (2001-2003)";"27 years";0
"030100a Oslo total (2001-2003)";"28 years";0
"030100a Oslo total (2001-2003)";"29 years";0
"030100a Oslo total (2001-2003)";"30 years";0
"030100a Oslo total (2001-2003)";"31 years";0
"030100a Oslo total (2001-2003)";"32 years";0
"030100a Oslo total (2001-2003)";"33 years";0
"030100a Oslo total (2001-2003)";"34 years";0
"030100a Oslo total (2001-2003)";"35 years";0
"030100a Oslo total (2001-2003)";"36 years";0
"030100a Oslo total (2001-2003)";"37 years";0
"030100a Oslo total (2001-2003)";"38 years";0
"030100a Oslo total (2001-2003)";"39 years";0
"030100a Oslo total (2001-2003)";"40 years";0
"030100a Oslo total (2001-2003)";"41 years";0
"030100a Oslo total (2001-2003)";"42 years";0
"030100a Oslo total (2001-2003)";"43 years";0
"030100a Oslo total (2001-2003)";"44 years";0
"030100a Oslo total (2001-2003)";"45 years";0
"030100a Oslo total (2001-2003)";"46 years";0
"030100a Oslo total (2001-2003)";"47 years";0
"030100a Oslo total (2001-2003)";"48 years";0
"030100a Oslo total (2001-2003)";"49 years";0
"030100a Oslo total (2001-2003)";"50 years";0
"030100a Oslo total (2001-2003)";"51 years";0
"030100a Oslo total (2001-2003)";"52 years";0
"030100a Oslo total (2001-2003)";"53 years";0
"030100a Oslo total (2001-2003)";"54 years";0
"030100a Oslo total (2001-2003)";"55 years";0
"030100a Oslo total (2001-2003)";"56 years";0
"030100a Oslo total (2001-2003)";"57 years";0
"030100a Oslo total (2001-2003)";"58 years";0
"030100a Oslo total (2001-2003)";"59 years";0
"030100a Oslo total (2001-2003)";"60 years";0
"030100a Oslo total (2001-2003)";"61 years";0
"030100a Oslo total (2001-2003)";"62 years";0
"030100a Oslo total (2001-2003)";"63 years";0
"030100a Oslo total (2001-2003)";"64 years";0
"030100a Oslo total (2001-2003)";"65 years";0
"030100a Oslo total (2001-2003)";"66 years";0
"030100a Oslo total (2001-2003)";"67 years";0
"030100a Oslo total (2001-2003)";"68 years";0
"030100a Oslo total (2001-2003)";"69 years";0
"030100a Oslo total (2001-2003)";"70 years";0
"030100a Oslo total (2001-2003)";"71 years";0
"030100a Oslo total (2001-2003)";"72 years";0
"030100a Oslo total (2001-2003)";"73 years";0
"030100a Oslo total (2001-2003)";"74 years";0
"030100a Oslo total (2001-2003)";"75 years";0
"030100a Oslo total (2001-2003)";"76 years";0
"030100a Oslo total (2001-2003)";"77 years";0
"030100a Oslo total (2001-2003)";"78 years";0
"030100a Oslo total (2001-2003)";"79 years";0
"030100a Oslo total (2001-2003)";"80 years";0
"030100a Oslo total (2001-2003)";"81 years";0
"030100a Oslo total (2001-2003)";"82 years";0
"030100a Oslo total (2001-2003)";"83 years";0
"030100a Oslo total (2001-2003)";"84 years";0
"030100a Oslo total (2001-2003)";"85 years";0
"030100a Oslo total (2001-2003)";"86 years";0
"030100a Oslo total (2001-2003)";"87 years";0
"030100a Oslo total (2001-2003)";"88 years";0
"030100a Oslo total (2001-2003)";"89 years";0
"030100a Oslo total (2001-2003)";"90 years";0
"030100a Oslo total (2001-2003)";"91 years";0
"030100a Oslo total (2001-2003)";"92 years";0
"030100a Oslo total (2001-2003)";"93 years";0
"030100a Oslo total (2001-2003)";"94 years";0
"030100a Oslo total (2001-2003)";"95 years";0
"030100a Oslo total (2001-2003)";"96 years";0
"030100a Oslo total (2001-2003)";"97 years";0
"030100a Oslo total (2001-2003)";"98 years";0
"030100a Oslo total (2001-2003)";"99 years";0
"030100a Oslo total (2001-2003)";"100 years";0
"030100a Oslo total (2001-2003)";"101 years";0
"030100a Oslo total (2001-2003)";"102 years";0
"030100a Oslo total (2001-2003)";"103 years";0
"030100a Oslo total (2001-2003)";"104 years";0
"030100a Oslo total (2001-2003)";"105 years or older";0
"030101 Bygdøy-Frogner (1988-2003)";"0 years";0
"030101 Bygdøy-Frogner (1988-2003)";"1 year";0
"030101 Bygdøy-Frogner (1988-2003)";"2 years";0
"030101 Bygdøy-Frogner (1988-2003)";"3 years";0
"030101 Bygdøy-Frogner (1988-2003)";"4 years";0
"030101 Bygdøy-Frogner (1988-2003)";"5 years";0
"030101 Bygdøy-Frogner (1988-2003)";"6 years";0
"030101 Bygdøy-Frogner (1988-2003)";"7 years";0
"030101 Bygdøy-Frogner (1988-2003)";"8 years";0
"030101 Bygdøy-Frogner (1988-2003)";"9 years";0
"030101 Bygdøy-Frogner (1988-2003)";"10 years";0
"030101 Bygdøy-Frogner (1988-2003)";"11 years";0
"030101 Bygdøy-Frogner (1988-2003)";"12 years";0
"030101 Bygdøy-Frogner (1988-2003)";"13 years";0
"030101 Bygdøy-Frogner (1988-2003)";"14 years";0
"030101 Bygdøy-Frogner (1988-2003)";"15 years";0
"030101 Bygdøy-Frogner (1988-2003)";"16 years";0
"030101 Bygdøy-Frogner (1988-2003)";"17 years";0
"030101 Bygdøy-Frogner (1988-2003)";"18 years";0
"030101 Bygdøy-Frogner (1988-2003)";"19 years";0
"030101 Bygdøy-Frogner (1988-2003)";"20 years";0
"030101 Bygdøy-Frogner (1988-2003)";"21 years";0
"030101 Bygdøy-Frogner (1988-2003)";"22 years";0
"030101 Bygdøy-Frogner (1988-2003)";"23 years";0
"030101 Bygdøy-Frogner (1988-2003)";"24 years";0
"030101 Bygdøy-Frogner (1988-2003)";"25 years";0
"030101 Bygdøy-Frogner (1988-2003)";"26 years";0
"030101 Bygdøy-Frogner (1988-2003)";"27 years";0
"030101 Bygdøy-Frogner (1988-2003)";"28 years";0
"030101 Bygdøy-Frogner (1988-2003)";"29 years";0
"030101 Bygdøy-Frogner (1988-2003)";"30 years";0
"030101 Bygdøy-Frogner (1988-2003)";"31 years";0
"030101 Bygdøy-Frogner (1988-2003)";"32 years";0
"030101 Bygdøy-Frogner (1988-2003)";"33 years";0
"030101 Bygdøy-Frogner (1988-2003)";"34 years";0
"030101 Bygdøy-Frogner (1988-2003)";"35 years";0
"030101 Bygdøy-Frogner (1988-2003)";"36 years";0
"030101 Bygdøy-Frogner (1988-2003)";"37 years";0
"030101 Bygdøy-Frogner (1988-2003)";"38 years";0
"030101 Bygdøy-Frogner (1988-2003)";"39 years";0
"030101 Bygdøy-Frogner (1988-2003)";"40 years";0
"030101 Bygdøy-Frogner (1988-2003)";"41 years";0
"030101 Bygdøy-Frogner (1988-2003)";"42 years";0
"030101 Bygdøy-Frogner (1988-2003)";"43 years";0
"030101 Bygdøy-Frogner (1988-2003)";"44 years";0
"030101 Bygdøy-Frogner (1988-2003)";"45 years";0
"030101 Bygdøy-Frogner (1988-2003)";"46 years";0
"030101 Bygdøy-Frogner (1988-2003)";"47 years";0
"030101 Bygdøy-Frogner (1988-2003)";"48 years";0
"030101 Bygdøy-Frogner (1988-2003)";"49 years";0
"030101 Bygdøy-Frogner (1988-2003)";"50 years";0
"030101 Bygdøy-Frogner (1988-2003)";"51 years";0
"030101 Bygdøy-Frogner (1988-2003)";"52 years";0
"030101 Bygdøy-Frogner (1988-2003)";"53 years";0
"030101 Bygdøy-Frogner (1988-2003)";"54 years";0
"030101 Bygdøy-Frogner (1988-2003)";"55 years";0
"030101 Bygdøy-Frogner (1988-2003)";"56 years";0
"030101 Bygdøy-Frogner (1988-2003)";"57 years";0
"030101 Bygdøy-Frogner (1988-2003)";"58 years";0
"030101 Bygdøy-Frogner (1988-2003)";"59 years";0
"030101 Bygdøy-Frogner (1988-2003)";"60 years";0
"030101 Bygdøy-Frogner (1988-2003)";"61 years";0
"030101 Bygdøy-Frogner (1988-2003)";"62 years";0
"030101 Bygdøy-Frogner (1988-2003)";"63 years";0
"030101 Bygdøy-Frogner (1988-2003)";"64 years";0
"030101 Bygdøy-Frogner (1988-2003)";"65 years";0
"030101 Bygdøy-Frogner (1988-2003)";"66 years";0
"030101 Bygdøy-Frogner (1988-2003)";"67 years";0
"030101 Bygdøy-Frogner (1988-2003)";"68 years";0
"030101 Bygdøy-Frogner (1988-2003)";"69 years";0
"030101 Bygdøy-Frogner (1988-2003)";"70 years";0
"030101 Bygdøy-Frogner (1988-2003)";"71 years";0
"030101 Bygdøy-Frogner (1988-2003)";"72 years";0
"030101 Bygdøy-Frogner (1988-2003)";"73 years";0
"030101 Bygdøy-Frogner (1988-2003)";"74 years";0
"030101 Bygdøy-Frogner (1988-2003)";"75 years";0
"030101 Bygdøy-Frogner (1988-2003)";"76 years";0
"030101 Bygdøy-Frogner (1988-2003)";"77 years";0
"030101 Bygdøy-Frogner (1988-2003)";"78 years";0
"030101 Bygdøy-Frogner (1988-2003)";"79 years";0
"030101 Bygdøy-Frogner (1988-2003)";"80 years";0
"030101 Bygdøy-Frogner (1988-2003)";"81 years";0
"030101 Bygdøy-Frogner (1988-2003)";"82 years";0
"030101 Bygdøy-Frogner (1988-2003)";"83 years";0
"030101 Bygdøy-Frogner (1988-2003)";"84 years";0
"030101 Bygdøy-Frogner (1988-2003)";"85 years";0
"030101 Bygdøy-Frogner (1988-2003)";"86 years";0
"030101 Bygdøy-Frogner (1988-2003)";"87 years";0
"030101 Bygdøy-Frogner (1988-2003)";"88 years";0
"030101 Bygdøy-Frogner (1988-2003)";"89 years";0
"030101 Bygdøy-Frogner (1988-2003)";"90 years";0
"030101 Bygdøy-Frogner (1988-2003)";"91 years";0
"030101 Bygdøy-Frogner (1988-2003)";"92 years";0
"030101 Bygdøy-Frogner (1988-2003)";"93 years";0
"030101 Bygdøy-Frogner (1988-2003)";"94 years";0
"030101 Bygdøy-Frogner (1988-2003)";"95 years";0
"030101 Bygdøy-Frogner (1988-2003)";"96 years";0
"030101 Bygdøy-Frogner (1988-2003)";"97 years";0
"030101 Bygdøy-Frogner (1988-2003)";"98 years";0
"030101 Bygdøy-Frogner (1988-2003)";"99 years";0
"030101 Bygdøy-Frogner (1988-2003)";"100 years";0
"030101 Bygdøy-Frogner (1988-2003)";"101 years";0
"030101 Bygdøy-Frogner (1988-2003)";"102 years";0
"030101 Bygdøy-Frogner (1988-2003)";"103 years";0
"030101 Bygdøy-Frogner (1988-2003)";"104 years";0
"030101 Bygdøy-Frogner (1988-2003)";"105 years or older";0
"030102 Uranienborg -Majorstuen (1988-2003)";"0 years";0
"030102 Uranienborg -Majorstuen (1988-2003)";"1 year";0
"030102 Uranienborg -Majorstuen (1988-2003)";"2 years";0
"030102 Uranienborg -Majorstuen (1988-2003)";"3 years";0
"030102 Uranienborg -Majorstuen (1988-2003)";"4 years";0
"030102 Uranienborg -Majorstuen (1988-2003)";"5 years";0
"030102 Uranienborg -Majorstuen (1988-2003)";"6 years";0
"030102 Uranienborg -Majorstuen (1988-2003)";"7 years";0
"030102 Uranienborg -Majorstuen (1988-2003)";"8 years";0
"030102 Uranienborg -Majorstuen (1988-2003)";"9 years";0
"030102 Uranienborg -Majorstuen (1988-2003)";"10 years";0
