"region"	"age"	"Persons 2020"
"K-3050 Flesberg"	"44 years"	38
"K-3050 Flesberg"	"45 years"	41
"K-3050 Flesberg"	"46 years"	40
"K-3050 Flesberg"	"47 years"	39
"K-3050 Flesberg"	"48 years"	45
"K-3050 Flesberg"	"49 years"	30
"K-3050 Flesberg"	"50 years"	43
"K-3050 Flesberg"	"51 years"	44
"K-3050 Flesberg"	"52 years"	29
"K-3050 Flesberg"	"53 years"	30
"K-3050 Flesberg"	"54 years"	42
"K-3050 Flesberg"	"55 years"	32
"K-3050 Flesberg"	"56 years"	37
"K-3050 Flesberg"	"57 years"	36
"K-3050 Flesberg"	"58 years"	39
"K-3050 Flesberg"	"59 years"	35
"K-3050 Flesberg"	"60 years"	40
"K-3050 Flesberg"	"61 years"	39
"K-3050 Flesberg"	"62 years"	43
"K-3050 Flesberg"	"63 years"	29
"K-3050 Flesberg"	"64 years"	35
"K-3050 Flesberg"	"65 years"	35
"K-3050 Flesberg"	"66 years"	35
"K-3050 Flesberg"	"67 years"	27
"K-3050 Flesberg"	"68 years"	30
"K-3050 Flesberg"	"69 years"	37
"K-3050 Flesberg"	"70 years"	37
"K-3050 Flesberg"	"71 years"	29
"K-3050 Flesberg"	"72 years"	27
"K-3050 Flesberg"	"73 years"	32
"K-3050 Flesberg"	"74 years"	41
"K-3050 Flesberg"	"75 years"	32
"K-3050 Flesberg"	"76 years"	19
"K-3050 Flesberg"	"77 years"	27
"K-3050 Flesberg"	"78 years"	13
"K-3050 Flesberg"	"79 years"	15
"K-3050 Flesberg"	"80 years"	19
"K-3050 Flesberg"	"81 years"	13
"K-3050 Flesberg"	"82 years"	11
"K-3050 Flesberg"	"83 years"	12
"K-3050 Flesberg"	"84 years"	10
"K-3050 Flesberg"	"85 years"	9
"K-3050 Flesberg"	"86 years"	6
"K-3050 Flesberg"	"87 years"	12
"K-3050 Flesberg"	"88 years"	3
"K-3050 Flesberg"	"89 years"	14
"K-3050 Flesberg"	"90 years"	9
"K-3050 Flesberg"	"91 years"	8
"K-3050 Flesberg"	"92 years"	3
"K-3050 Flesberg"	"93 years"	6
"K-3050 Flesberg"	"94 years"	3
"K-3050 Flesberg"	"95 years"	0
"K-3050 Flesberg"	"96 years"	0
"K-3050 Flesberg"	"97 years"	1
"K-3050 Flesberg"	"98 years"	1
"K-3050 Flesberg"	"99 years"	1
"K-3050 Flesberg"	"100 years"	0
"K-3050 Flesberg"	"101 years"	0
"K-3050 Flesberg"	"102 years"	0
"K-3050 Flesberg"	"103 years"	0
"K-3050 Flesberg"	"104 years"	0
"K-3050 Flesberg"	"105 years or older"	0
"K-3051 Rollag"	"0 years"	9
"K-3051 Rollag"	"1 year"	14
"K-3051 Rollag"	"2 years"	16
"K-3051 Rollag"	"3 years"	13
"K-3051 Rollag"	"4 years"	18
"K-3051 Rollag"	"5 years"	20
"K-3051 Rollag"	"6 years"	10
"K-3051 Rollag"	"7 years"	10
"K-3051 Rollag"	"8 years"	8
"K-3051 Rollag"	"9 years"	8
"K-3051 Rollag"	"10 years"	9
"K-3051 Rollag"	"11 years"	24
"K-3051 Rollag"	"12 years"	10
"K-3051 Rollag"	"13 years"	12
"K-3051 Rollag"	"14 years"	10
"K-3051 Rollag"	"15 years"	17
"K-3051 Rollag"	"16 years"	16
"K-3051 Rollag"	"17 years"	19
"K-3051 Rollag"	"18 years"	15
"K-3051 Rollag"	"19 years"	13
"K-3051 Rollag"	"20 years"	25
"K-3051 Rollag"	"21 years"	21
"K-3051 Rollag"	"22 years"	19
"K-3051 Rollag"	"23 years"	17
"K-3051 Rollag"	"24 years"	14
"K-3051 Rollag"	"25 years"	14
"K-3051 Rollag"	"26 years"	14
"K-3051 Rollag"	"27 years"	9
"K-3051 Rollag"	"28 years"	12
"K-3051 Rollag"	"29 years"	14
"K-3051 Rollag"	"30 years"	14
"K-3051 Rollag"	"31 years"	17
"K-3051 Rollag"	"32 years"	9
"K-3051 Rollag"	"33 years"	16
"K-3051 Rollag"	"34 years"	19
"K-3051 Rollag"	"35 years"	14
"K-3051 Rollag"	"36 years"	14
"K-3051 Rollag"	"37 years"	16
"K-3051 Rollag"	"38 years"	12
"K-3051 Rollag"	"39 years"	16
"K-3051 Rollag"	"40 years"	11
"K-3051 Rollag"	"41 years"	13
"K-3051 Rollag"	"42 years"	13
"K-3051 Rollag"	"43 years"	8
"K-3051 Rollag"	"44 years"	17
"K-3051 Rollag"	"45 years"	16
"K-3051 Rollag"	"46 years"	24
"K-3051 Rollag"	"47 years"	14
"K-3051 Rollag"	"48 years"	18
"K-3051 Rollag"	"49 years"	20
"K-3051 Rollag"	"50 years"	20
"K-3051 Rollag"	"51 years"	21
"K-3051 Rollag"	"52 years"	14
"K-3051 Rollag"	"53 years"	16
"K-3051 Rollag"	"54 years"	20
"K-3051 Rollag"	"55 years"	19
"K-3051 Rollag"	"56 years"	17
"K-3051 Rollag"	"57 years"	14
"K-3051 Rollag"	"58 years"	23
"K-3051 Rollag"	"59 years"	17
"K-3051 Rollag"	"60 years"	25
"K-3051 Rollag"	"61 years"	26
"K-3051 Rollag"	"62 years"	20
"K-3051 Rollag"	"63 years"	27
"K-3051 Rollag"	"64 years"	21
"K-3051 Rollag"	"65 years"	18
"K-3051 Rollag"	"66 years"	19
"K-3051 Rollag"	"67 years"	18
"K-3051 Rollag"	"68 years"	19
"K-3051 Rollag"	"69 years"	22
"K-3051 Rollag"	"70 years"	21
"K-3051 Rollag"	"71 years"	14
"K-3051 Rollag"	"72 years"	19
"K-3051 Rollag"	"73 years"	17
"K-3051 Rollag"	"74 years"	23
"K-3051 Rollag"	"75 years"	10
"K-3051 Rollag"	"76 years"	12
"K-3051 Rollag"	"77 years"	13
"K-3051 Rollag"	"78 years"	16
"K-3051 Rollag"	"79 years"	11
"K-3051 Rollag"	"80 years"	8
"K-3051 Rollag"	"81 years"	13
"K-3051 Rollag"	"82 years"	8
"K-3051 Rollag"	"83 years"	9
"K-3051 Rollag"	"84 years"	6
"K-3051 Rollag"	"85 years"	7
"K-3051 Rollag"	"86 years"	5
"K-3051 Rollag"	"87 years"	6
"K-3051 Rollag"	"88 years"	8
"K-3051 Rollag"	"89 years"	11
"K-3051 Rollag"	"90 years"	3
"K-3051 Rollag"	"91 years"	4
"K-3051 Rollag"	"92 years"	4
"K-3051 Rollag"	"93 years"	6
"K-3051 Rollag"	"94 years"	2
"K-3051 Rollag"	"95 years"	1
"K-3051 Rollag"	"96 years"	3
"K-3051 Rollag"	"97 years"	2
"K-3051 Rollag"	"98 years"	0
"K-3051 Rollag"	"99 years"	0
"K-3051 Rollag"	"100 years"	1
"K-3051 Rollag"	"101 years"	0
"K-3051 Rollag"	"102 years"	0
"K-3051 Rollag"	"103 years"	0
"K-3051 Rollag"	"104 years"	0
"K-3051 Rollag"	"105 years or older"	0
"K-3052 Nore og Uvdal"	"0 years"	20
"K-3052 Nore og Uvdal"	"1 year"	18
"K-3052 Nore og Uvdal"	"2 years"	18
"K-3052 Nore og Uvdal"	"3 years"	15
"K-3052 Nore og Uvdal"	"4 years"	21
"K-3052 Nore og Uvdal"	"5 years"	22
"K-3052 Nore og Uvdal"	"6 years"	24
"K-3052 Nore og Uvdal"	"7 years"	18
"K-3052 Nore og Uvdal"	"8 years"	28
"K-3052 Nore og Uvdal"	"9 years"	29
"K-3052 Nore og Uvdal"	"10 years"	25
"K-3052 Nore og Uvdal"	"11 years"	19
"K-3052 Nore og Uvdal"	"12 years"	32
"K-3052 Nore og Uvdal"	"13 years"	24
"K-3052 Nore og Uvdal"	"14 years"	23
"K-3052 Nore og Uvdal"	"15 years"	34
"K-3052 Nore og Uvdal"	"16 years"	28
"K-3052 Nore og Uvdal"	"17 years"	25
"K-3052 Nore og Uvdal"	"18 years"	41
"K-3052 Nore og Uvdal"	"19 years"	29
"K-3052 Nore og Uvdal"	"20 years"	29
"K-3052 Nore og Uvdal"	"21 years"	32
"K-3052 Nore og Uvdal"	"22 years"	28
"K-3052 Nore og Uvdal"	"23 years"	31
"K-3052 Nore og Uvdal"	"24 years"	29
"K-3052 Nore og Uvdal"	"25 years"	25
"K-3052 Nore og Uvdal"	"26 years"	24
"K-3052 Nore og Uvdal"	"27 years"	23
"K-3052 Nore og Uvdal"	"28 years"	29
"K-3052 Nore og Uvdal"	"29 years"	17
"K-3052 Nore og Uvdal"	"30 years"	28
"K-3052 Nore og Uvdal"	"31 years"	29
"K-3052 Nore og Uvdal"	"32 years"	29
"K-3052 Nore og Uvdal"	"33 years"	25
"K-3052 Nore og Uvdal"	"34 years"	17
"K-3052 Nore og Uvdal"	"35 years"	20
"K-3052 Nore og Uvdal"	"36 years"	19
"K-3052 Nore og Uvdal"	"37 years"	32
"K-3052 Nore og Uvdal"	"38 years"	23
"K-3052 Nore og Uvdal"	"39 years"	22
"K-3052 Nore og Uvdal"	"40 years"	20
"K-3052 Nore og Uvdal"	"41 years"	17
"K-3052 Nore og Uvdal"	"42 years"	34
"K-3052 Nore og Uvdal"	"43 years"	18
"K-3052 Nore og Uvdal"	"44 years"	24
"K-3052 Nore og Uvdal"	"45 years"	25
"K-3052 Nore og Uvdal"	"46 years"	44
"K-3052 Nore og Uvdal"	"47 years"	32
"K-3052 Nore og Uvdal"	"48 years"	37
"K-3052 Nore og Uvdal"	"49 years"	40
"K-3052 Nore og Uvdal"	"50 years"	34
"K-3052 Nore og Uvdal"	"51 years"	43
"K-3052 Nore og Uvdal"	"52 years"	32
"K-3052 Nore og Uvdal"	"53 years"	34
"K-3052 Nore og Uvdal"	"54 years"	52
"K-3052 Nore og Uvdal"	"55 years"	40
"K-3052 Nore og Uvdal"	"56 years"	33
"K-3052 Nore og Uvdal"	"57 years"	32
"K-3052 Nore og Uvdal"	"58 years"	38
"K-3052 Nore og Uvdal"	"59 years"	39
"K-3052 Nore og Uvdal"	"60 years"	28
"K-3052 Nore og Uvdal"	"61 years"	25
"K-3052 Nore og Uvdal"	"62 years"	42
"K-3052 Nore og Uvdal"	"63 years"	34
"K-3052 Nore og Uvdal"	"64 years"	32
"K-3052 Nore og Uvdal"	"65 years"	32
"K-3052 Nore og Uvdal"	"66 years"	37
"K-3052 Nore og Uvdal"	"67 years"	37
"K-3052 Nore og Uvdal"	"68 years"	31
"K-3052 Nore og Uvdal"	"69 years"	28
"K-3052 Nore og Uvdal"	"70 years"	33
"K-3052 Nore og Uvdal"	"71 years"	31
"K-3052 Nore og Uvdal"	"72 years"	29
"K-3052 Nore og Uvdal"	"73 years"	32
"K-3052 Nore og Uvdal"	"74 years"	36
"K-3052 Nore og Uvdal"	"75 years"	33
"K-3052 Nore og Uvdal"	"76 years"	19
"K-3052 Nore og Uvdal"	"77 years"	13
"K-3052 Nore og Uvdal"	"78 years"	22
"K-3052 Nore og Uvdal"	"79 years"	17
"K-3052 Nore og Uvdal"	"80 years"	20
"K-3052 Nore og Uvdal"	"81 years"	13
"K-3052 Nore og Uvdal"	"82 years"	13
"K-3052 Nore og Uvdal"	"83 years"	10
"K-3052 Nore og Uvdal"	"84 years"	20
"K-3052 Nore og Uvdal"	"85 years"	22
"K-3052 Nore og Uvdal"	"86 years"	15
"K-3052 Nore og Uvdal"	"87 years"	15
"K-3052 Nore og Uvdal"	"88 years"	9
"K-3052 Nore og Uvdal"	"89 years"	12
"K-3052 Nore og Uvdal"	"90 years"	3
"K-3052 Nore og Uvdal"	"91 years"	3
"K-3052 Nore og Uvdal"	"92 years"	7
"K-3052 Nore og Uvdal"	"93 years"	3
"K-3052 Nore og Uvdal"	"94 years"	3
"K-3052 Nore og Uvdal"	"95 years"	3
"K-3052 Nore og Uvdal"	"96 years"	4
"K-3052 Nore og Uvdal"	"97 years"	0
"K-3052 Nore og Uvdal"	"98 years"	1
"K-3052 Nore og Uvdal"	"99 years"	0
"K-3052 Nore og Uvdal"	"100 years"	0
"K-3052 Nore og Uvdal"	"101 years"	0
"K-3052 Nore og Uvdal"	"102 years"	0
"K-3052 Nore og Uvdal"	"103 years"	0
"K-3052 Nore og Uvdal"	"104 years"	0
"K-3052 Nore og Uvdal"	"105 years or older"	0
"K-3053 Jevnaker"	"0 years"	58
"K-3053 Jevnaker"	"1 year"	79
"K-3053 Jevnaker"	"2 years"	68
"K-3053 Jevnaker"	"3 years"	73
"K-3053 Jevnaker"	"4 years"	60
"K-3053 Jevnaker"	"5 years"	74
"K-3053 Jevnaker"	"6 years"	69
"K-3053 Jevnaker"	"7 years"	75
"K-3053 Jevnaker"	"8 years"	86
"K-3053 Jevnaker"	"9 years"	86
"K-3053 Jevnaker"	"10 years"	70
"K-3053 Jevnaker"	"11 years"	92
"K-3053 Jevnaker"	"12 years"	75
"K-3053 Jevnaker"	"13 years"	77
"K-3053 Jevnaker"	"14 years"	87
"K-3053 Jevnaker"	"15 years"	85
"K-3053 Jevnaker"	"16 years"	81
"K-3053 Jevnaker"	"17 years"	82
"K-3053 Jevnaker"	"18 years"	97
"K-3053 Jevnaker"	"19 years"	61
"K-3053 Jevnaker"	"20 years"	69
"K-3053 Jevnaker"	"21 years"	85
"K-3053 Jevnaker"	"22 years"	72
"K-3053 Jevnaker"	"23 years"	72
"K-3053 Jevnaker"	"24 years"	78
"K-3053 Jevnaker"	"25 years"	84
"K-3053 Jevnaker"	"26 years"	92
"K-3053 Jevnaker"	"27 years"	60
"K-3053 Jevnaker"	"28 years"	82
"K-3053 Jevnaker"	"29 years"	80
"K-3053 Jevnaker"	"30 years"	96
"K-3053 Jevnaker"	"31 years"	73
"K-3053 Jevnaker"	"32 years"	89
"K-3053 Jevnaker"	"33 years"	84
"K-3053 Jevnaker"	"34 years"	76
"K-3053 Jevnaker"	"35 years"	94
"K-3053 Jevnaker"	"36 years"	79
"K-3053 Jevnaker"	"37 years"	75
"K-3053 Jevnaker"	"38 years"	74
"K-3053 Jevnaker"	"39 years"	96
"K-3053 Jevnaker"	"40 years"	89
"K-3053 Jevnaker"	"41 years"	88
"K-3053 Jevnaker"	"42 years"	76
"K-3053 Jevnaker"	"43 years"	77
"K-3053 Jevnaker"	"44 years"	71
"K-3053 Jevnaker"	"45 years"	88
"K-3053 Jevnaker"	"46 years"	109
"K-3053 Jevnaker"	"47 years"	97
"K-3053 Jevnaker"	"48 years"	88
"K-3053 Jevnaker"	"49 years"	112
"K-3053 Jevnaker"	"50 years"	102
"K-3053 Jevnaker"	"51 years"	111
"K-3053 Jevnaker"	"52 years"	103
"K-3053 Jevnaker"	"53 years"	104
"K-3053 Jevnaker"	"54 years"	103
"K-3053 Jevnaker"	"55 years"	112
"K-3053 Jevnaker"	"56 years"	101
"K-3053 Jevnaker"	"57 years"	81
"K-3053 Jevnaker"	"58 years"	97
"K-3053 Jevnaker"	"59 years"	102
"K-3053 Jevnaker"	"60 years"	78
"K-3053 Jevnaker"	"61 years"	94
"K-3053 Jevnaker"	"62 years"	70
"K-3053 Jevnaker"	"63 years"	97
"K-3053 Jevnaker"	"64 years"	87
"K-3053 Jevnaker"	"65 years"	77
"K-3053 Jevnaker"	"66 years"	82
"K-3053 Jevnaker"	"67 years"	88
"K-3053 Jevnaker"	"68 years"	84
"K-3053 Jevnaker"	"69 years"	60
"K-3053 Jevnaker"	"70 years"	87
"K-3053 Jevnaker"	"71 years"	76
"K-3053 Jevnaker"	"72 years"	79
"K-3053 Jevnaker"	"73 years"	97
"K-3053 Jevnaker"	"74 years"	73
"K-3053 Jevnaker"	"75 years"	63
"K-3053 Jevnaker"	"76 years"	49
"K-3053 Jevnaker"	"77 years"	54
"K-3053 Jevnaker"	"78 years"	38
"K-3053 Jevnaker"	"79 years"	43
"K-3053 Jevnaker"	"80 years"	34
"K-3053 Jevnaker"	"81 years"	39
"K-3053 Jevnaker"	"82 years"	32
"K-3053 Jevnaker"	"83 years"	34
"K-3053 Jevnaker"	"84 years"	26
"K-3053 Jevnaker"	"85 years"	19
"K-3053 Jevnaker"	"86 years"	25
"K-3053 Jevnaker"	"87 years"	21
"K-3053 Jevnaker"	"88 years"	26
"K-3053 Jevnaker"	"89 years"	9
"K-3053 Jevnaker"	"90 years"	18
"K-3053 Jevnaker"	"91 years"	9
"K-3053 Jevnaker"	"92 years"	6
"K-3053 Jevnaker"	"93 years"	4
"K-3053 Jevnaker"	"94 years"	6
"K-3053 Jevnaker"	"95 years"	7
"K-3053 Jevnaker"	"96 years"	1
"K-3053 Jevnaker"	"97 years"	0
"K-3053 Jevnaker"	"98 years"	3
"K-3053 Jevnaker"	"99 years"	0
"K-3053 Jevnaker"	"100 years"	0
"K-3053 Jevnaker"	"101 years"	0
"K-3053 Jevnaker"	"102 years"	1
"K-3053 Jevnaker"	"103 years"	0
"K-3053 Jevnaker"	"104 years"	0
"K-3053 Jevnaker"	"105 years or older"	0
"K-3054 Lunner"	"0 years"	69
"K-3054 Lunner"	"1 year"	90
"K-3054 Lunner"	"2 years"	90
"K-3054 Lunner"	"3 years"	97
"K-3054 Lunner"	"4 years"	101
"K-3054 Lunner"	"5 years"	102
"K-3054 Lunner"	"6 years"	109
"K-3054 Lunner"	"7 years"	100
"K-3054 Lunner"	"8 years"	99
"K-3054 Lunner"	"9 years"	120
"K-3054 Lunner"	"10 years"	112
"K-3054 Lunner"	"11 years"	109
"K-3054 Lunner"	"12 years"	113
"K-3054 Lunner"	"13 years"	119
"K-3054 Lunner"	"14 years"	117
"K-3054 Lunner"	"15 years"	119
"K-3054 Lunner"	"16 years"	110
"K-3054 Lunner"	"17 years"	114
"K-3054 Lunner"	"18 years"	126
"K-3054 Lunner"	"19 years"	108
"K-3054 Lunner"	"20 years"	88
"K-3054 Lunner"	"21 years"	91
"K-3054 Lunner"	"22 years"	89
"K-3054 Lunner"	"23 years"	79
"K-3054 Lunner"	"24 years"	97
"K-3054 Lunner"	"25 years"	88
"K-3054 Lunner"	"26 years"	91
"K-3054 Lunner"	"27 years"	81
"K-3054 Lunner"	"28 years"	81
"K-3054 Lunner"	"29 years"	115
"K-3054 Lunner"	"30 years"	90
"K-3054 Lunner"	"31 years"	109
"K-3054 Lunner"	"32 years"	98
"K-3054 Lunner"	"33 years"	95
"K-3054 Lunner"	"34 years"	112
"K-3054 Lunner"	"35 years"	112
"K-3054 Lunner"	"36 years"	128
"K-3054 Lunner"	"37 years"	100
"K-3054 Lunner"	"38 years"	114
"K-3054 Lunner"	"39 years"	112
"K-3054 Lunner"	"40 years"	137
"K-3054 Lunner"	"41 years"	130
"K-3054 Lunner"	"42 years"	120
"K-3054 Lunner"	"43 years"	130
"K-3054 Lunner"	"44 years"	115
"K-3054 Lunner"	"45 years"	115
"K-3054 Lunner"	"46 years"	131
"K-3054 Lunner"	"47 years"	152
"K-3054 Lunner"	"48 years"	141
"K-3054 Lunner"	"49 years"	151
"K-3054 Lunner"	"50 years"	150
"K-3054 Lunner"	"51 years"	161
"K-3054 Lunner"	"52 years"	151
"K-3054 Lunner"	"53 years"	148
"K-3054 Lunner"	"54 years"	123
"K-3054 Lunner"	"55 years"	122
"K-3054 Lunner"	"56 years"	112
"K-3054 Lunner"	"57 years"	109
"K-3054 Lunner"	"58 years"	116
"K-3054 Lunner"	"59 years"	109
"K-3054 Lunner"	"60 years"	129
"K-3054 Lunner"	"61 years"	128
"K-3054 Lunner"	"62 years"	132
"K-3054 Lunner"	"63 years"	114
"K-3054 Lunner"	"64 years"	122
"K-3054 Lunner"	"65 years"	119
"K-3054 Lunner"	"66 years"	124
"K-3054 Lunner"	"67 years"	106
"K-3054 Lunner"	"68 years"	102
"K-3054 Lunner"	"69 years"	106
"K-3054 Lunner"	"70 years"	97
"K-3054 Lunner"	"71 years"	100
"K-3054 Lunner"	"72 years"	97
"K-3054 Lunner"	"73 years"	113
"K-3054 Lunner"	"74 years"	76
"K-3054 Lunner"	"75 years"	91
"K-3054 Lunner"	"76 years"	78
"K-3054 Lunner"	"77 years"	53
"K-3054 Lunner"	"78 years"	56
"K-3054 Lunner"	"79 years"	47
"K-3054 Lunner"	"80 years"	46
"K-3054 Lunner"	"81 years"	33
"K-3054 Lunner"	"82 years"	34
"K-3054 Lunner"	"83 years"	23
"K-3054 Lunner"	"84 years"	26
"K-3054 Lunner"	"85 years"	25
"K-3054 Lunner"	"86 years"	27
"K-3054 Lunner"	"87 years"	28
"K-3054 Lunner"	"88 years"	17
"K-3054 Lunner"	"89 years"	13
"K-3054 Lunner"	"90 years"	14
"K-3054 Lunner"	"91 years"	9
"K-3054 Lunner"	"92 years"	12
"K-3054 Lunner"	"93 years"	11
"K-3054 Lunner"	"94 years"	6
"K-3054 Lunner"	"95 years"	4
"K-3054 Lunner"	"96 years"	4
"K-3054 Lunner"	"97 years"	2
"K-3054 Lunner"	"98 years"	4
"K-3054 Lunner"	"99 years"	2
"K-3054 Lunner"	"100 years"	1
"K-3054 Lunner"	"101 years"	0
"K-3054 Lunner"	"102 years"	0
"K-3054 Lunner"	"103 years"	0
"K-3054 Lunner"	"104 years"	0
"K-3054 Lunner"	"105 years or older"	0
"K-0301 Oslo"	"0 years"	9101
"K-0301 Oslo"	"1 year"	8442
"K-0301 Oslo"	"2 years"	8255
"K-0301 Oslo"	"3 years"	8208
"K-0301 Oslo"	"4 years"	7770
"K-0301 Oslo"	"5 years"	7858
"K-0301 Oslo"	"6 years"	7351
"K-0301 Oslo"	"7 years"	7480
"K-0301 Oslo"	"8 years"	7441
"K-0301 Oslo"	"9 years"	7389
"K-0301 Oslo"	"10 years"	7412
"K-0301 Oslo"	"11 years"	7133
"K-0301 Oslo"	"12 years"	7035
"K-0301 Oslo"	"13 years"	6773
"K-0301 Oslo"	"14 years"	6553
"K-0301 Oslo"	"15 years"	6429
"K-0301 Oslo"	"16 years"	6408
"K-0301 Oslo"	"17 years"	6090
"K-0301 Oslo"	"18 years"	6041
"K-0301 Oslo"	"19 years"	6752
"K-0301 Oslo"	"20 years"	7461
"K-0301 Oslo"	"21 years"	8250
"K-0301 Oslo"	"22 years"	9156
"K-0301 Oslo"	"23 years"	10267
"K-0301 Oslo"	"24 years"	11665
"K-0301 Oslo"	"25 years"	12883
"K-0301 Oslo"	"26 years"	14140
"K-0301 Oslo"	"27 years"	15339
"K-0301 Oslo"	"28 years"	15967
"K-0301 Oslo"	"29 years"	16387
"K-0301 Oslo"	"30 years"	16363
"K-0301 Oslo"	"31 years"	15647
"K-0301 Oslo"	"32 years"	14740
"K-0301 Oslo"	"33 years"	14087
"K-0301 Oslo"	"34 years"	13329
"K-0301 Oslo"	"35 years"	12781
"K-0301 Oslo"	"36 years"	12027
"K-0301 Oslo"	"37 years"	11740
"K-0301 Oslo"	"38 years"	11215
"K-0301 Oslo"	"39 years"	11247
"K-0301 Oslo"	"40 years"	10595
"K-0301 Oslo"	"41 years"	10221
"K-0301 Oslo"	"42 years"	9753
"K-0301 Oslo"	"43 years"	9796
"K-0301 Oslo"	"44 years"	9695
"K-0301 Oslo"	"45 years"	9663
"K-0301 Oslo"	"46 years"	9323
"K-0301 Oslo"	"47 years"	9346
"K-0301 Oslo"	"48 years"	9136
"K-0301 Oslo"	"49 years"	8948
"K-0301 Oslo"	"50 years"	8751
"K-0301 Oslo"	"51 years"	8450
"K-0301 Oslo"	"52 years"	8140
"K-0301 Oslo"	"53 years"	8144
"K-0301 Oslo"	"54 years"	7997
"K-0301 Oslo"	"55 years"	7906
"K-0301 Oslo"	"56 years"	7456
"K-0301 Oslo"	"57 years"	7187
"K-0301 Oslo"	"58 years"	6878
"K-0301 Oslo"	"59 years"	6935
"K-0301 Oslo"	"60 years"	6575
"K-0301 Oslo"	"61 years"	6498
"K-0301 Oslo"	"62 years"	6280
"K-0301 Oslo"	"63 years"	6054
"K-0301 Oslo"	"64 years"	5775
"K-0301 Oslo"	"65 years"	5621
"K-0301 Oslo"	"66 years"	5345
"K-0301 Oslo"	"67 years"	5187
"K-0301 Oslo"	"68 years"	5022
"K-0301 Oslo"	"69 years"	4873
"K-0301 Oslo"	"70 years"	4833
"K-0301 Oslo"	"71 years"	4806
"K-0301 Oslo"	"72 years"	4853
"K-0301 Oslo"	"73 years"	5150
"K-0301 Oslo"	"74 years"	4418
"K-0301 Oslo"	"75 years"	4250
"K-0301 Oslo"	"76 years"	3630
"K-0301 Oslo"	"77 years"	3025
"K-0301 Oslo"	"78 years"	2436
"K-0301 Oslo"	"79 years"	2594
"K-0301 Oslo"	"80 years"	2456
"K-0301 Oslo"	"81 years"	2141
"K-0301 Oslo"	"82 years"	1952
"K-0301 Oslo"	"83 years"	1744
"K-0301 Oslo"	"84 years"	1621
"K-0301 Oslo"	"85 years"	1429
"K-0301 Oslo"	"86 years"	1416
"K-0301 Oslo"	"87 years"	1315
"K-0301 Oslo"	"88 years"	1249
"K-0301 Oslo"	"89 years"	1152
"K-0301 Oslo"	"90 years"	960
"K-0301 Oslo"	"91 years"	792
"K-0301 Oslo"	"92 years"	666
"K-0301 Oslo"	"93 years"	581
"K-0301 Oslo"	"94 years"	486
"K-0301 Oslo"	"95 years"	412
"K-0301 Oslo"	"96 years"	290
"K-0301 Oslo"	"97 years"	213
"K-0301 Oslo"	"98 years"	146
"K-0301 Oslo"	"99 years"	126
"K-0301 Oslo"	"100 years"	53
"K-0301 Oslo"	"101 years"	36
"K-0301 Oslo"	"102 years"	31
"K-0301 Oslo"	"103 years"	25
"K-0301 Oslo"	"104 years"	12
"K-0301 Oslo"	"105 years or older"	33
"K-3401 Kongsvinger"	"0 years"	129
"K-3401 Kongsvinger"	"1 year"	120
"K-3401 Kongsvinger"	"2 years"	136
"K-3401 Kongsvinger"	"3 years"	152
"K-3401 Kongsvinger"	"4 years"	168
"K-3401 Kongsvinger"	"5 years"	158
"K-3401 Kongsvinger"	"6 years"	185
"K-3401 Kongsvinger"	"7 years"	180
"K-3401 Kongsvinger"	"8 years"	176
"K-3401 Kongsvinger"	"9 years"	207
"K-3401 Kongsvinger"	"10 years"	203
"K-3401 Kongsvinger"	"11 years"	201
"K-3401 Kongsvinger"	"12 years"	210
"K-3401 Kongsvinger"	"13 years"	199
"K-3401 Kongsvinger"	"14 years"	172
"K-3401 Kongsvinger"	"15 years"	189
"K-3401 Kongsvinger"	"16 years"	225
"K-3401 Kongsvinger"	"17 years"	197
"K-3401 Kongsvinger"	"18 years"	243
"K-3401 Kongsvinger"	"19 years"	202
"K-3401 Kongsvinger"	"20 years"	219
"K-3401 Kongsvinger"	"21 years"	189
"K-3401 Kongsvinger"	"22 years"	174
"K-3401 Kongsvinger"	"23 years"	211
"K-3401 Kongsvinger"	"24 years"	200
"K-3401 Kongsvinger"	"25 years"	189
"K-3401 Kongsvinger"	"26 years"	187
"K-3401 Kongsvinger"	"27 years"	200
"K-3401 Kongsvinger"	"28 years"	199
"K-3401 Kongsvinger"	"29 years"	220
"K-3401 Kongsvinger"	"30 years"	200
"K-3401 Kongsvinger"	"31 years"	204
"K-3401 Kongsvinger"	"32 years"	174
"K-3401 Kongsvinger"	"33 years"	189
"K-3401 Kongsvinger"	"34 years"	165
"K-3401 Kongsvinger"	"35 years"	184
"K-3401 Kongsvinger"	"36 years"	157
"K-3401 Kongsvinger"	"37 years"	197
"K-3401 Kongsvinger"	"38 years"	168
"K-3401 Kongsvinger"	"39 years"	172
"K-3401 Kongsvinger"	"40 years"	196
"K-3401 Kongsvinger"	"41 years"	172
"K-3401 Kongsvinger"	"42 years"	205
"K-3401 Kongsvinger"	"43 years"	205
"K-3401 Kongsvinger"	"44 years"	244
"K-3401 Kongsvinger"	"45 years"	234
"K-3401 Kongsvinger"	"46 years"	225
"K-3401 Kongsvinger"	"47 years"	251
"K-3401 Kongsvinger"	"48 years"	283
"K-3401 Kongsvinger"	"49 years"	274
"K-3401 Kongsvinger"	"50 years"	289
"K-3401 Kongsvinger"	"51 years"	275
"K-3401 Kongsvinger"	"52 years"	267
