"region"	"age"	"Persons 2020"
"K-1151 Utsira"	"28 years"	3
"K-1151 Utsira"	"29 years"	1
"K-1151 Utsira"	"30 years"	2
"K-1151 Utsira"	"31 years"	2
"K-1151 Utsira"	"32 years"	1
"K-1151 Utsira"	"33 years"	3
"K-1151 Utsira"	"34 years"	3
"K-1151 Utsira"	"35 years"	1
"K-1151 Utsira"	"36 years"	3
"K-1151 Utsira"	"37 years"	1
"K-1151 Utsira"	"38 years"	2
"K-1151 Utsira"	"39 years"	4
"K-1151 Utsira"	"40 years"	4
"K-1151 Utsira"	"41 years"	1
"K-1151 Utsira"	"42 years"	4
"K-1151 Utsira"	"43 years"	1
"K-1151 Utsira"	"44 years"	2
"K-1151 Utsira"	"45 years"	2
"K-1151 Utsira"	"46 years"	3
"K-1151 Utsira"	"47 years"	3
"K-1151 Utsira"	"48 years"	1
"K-1151 Utsira"	"49 years"	2
"K-1151 Utsira"	"50 years"	3
"K-1151 Utsira"	"51 years"	1
"K-1151 Utsira"	"52 years"	2
"K-1151 Utsira"	"53 years"	4
"K-1151 Utsira"	"54 years"	2
"K-1151 Utsira"	"55 years"	0
"K-1151 Utsira"	"56 years"	3
"K-1151 Utsira"	"57 years"	6
"K-1151 Utsira"	"58 years"	5
"K-1151 Utsira"	"59 years"	2
"K-1151 Utsira"	"60 years"	6
"K-1151 Utsira"	"61 years"	3
"K-1151 Utsira"	"62 years"	3
"K-1151 Utsira"	"63 years"	2
"K-1151 Utsira"	"64 years"	2
"K-1151 Utsira"	"65 years"	4
"K-1151 Utsira"	"66 years"	2
"K-1151 Utsira"	"67 years"	2
"K-1151 Utsira"	"68 years"	4
"K-1151 Utsira"	"69 years"	2
"K-1151 Utsira"	"70 years"	1
"K-1151 Utsira"	"71 years"	2
"K-1151 Utsira"	"72 years"	1
"K-1151 Utsira"	"73 years"	1
"K-1151 Utsira"	"74 years"	1
"K-1151 Utsira"	"75 years"	7
"K-1151 Utsira"	"76 years"	2
"K-1151 Utsira"	"77 years"	1
"K-1151 Utsira"	"78 years"	0
"K-1151 Utsira"	"79 years"	1
"K-1151 Utsira"	"80 years"	3
"K-1151 Utsira"	"81 years"	0
"K-1151 Utsira"	"82 years"	2
"K-1151 Utsira"	"83 years"	1
"K-1151 Utsira"	"84 years"	0
"K-1151 Utsira"	"85 years"	1
"K-1151 Utsira"	"86 years"	1
"K-1151 Utsira"	"87 years"	1
"K-1151 Utsira"	"88 years"	0
"K-1151 Utsira"	"89 years"	0
"K-1151 Utsira"	"90 years"	0
"K-1151 Utsira"	"91 years"	0
"K-1151 Utsira"	"92 years"	1
"K-1151 Utsira"	"93 years"	1
"K-1151 Utsira"	"94 years"	0
"K-1151 Utsira"	"95 years"	0
"K-1151 Utsira"	"96 years"	0
"K-1151 Utsira"	"97 years"	0
"K-1151 Utsira"	"98 years"	0
"K-1151 Utsira"	"99 years"	0
"K-1151 Utsira"	"100 years"	0
"K-1151 Utsira"	"101 years"	0
"K-1151 Utsira"	"102 years"	0
"K-1151 Utsira"	"103 years"	0
"K-1151 Utsira"	"104 years"	0
"K-1151 Utsira"	"105 years or older"	0
"K-1160 Vindafjord"	"0 years"	98
"K-1160 Vindafjord"	"1 year"	93
"K-1160 Vindafjord"	"2 years"	108
"K-1160 Vindafjord"	"3 years"	108
"K-1160 Vindafjord"	"4 years"	101
"K-1160 Vindafjord"	"5 years"	110
"K-1160 Vindafjord"	"6 years"	104
"K-1160 Vindafjord"	"7 years"	120
"K-1160 Vindafjord"	"8 years"	127
"K-1160 Vindafjord"	"9 years"	116
"K-1160 Vindafjord"	"10 years"	118
"K-1160 Vindafjord"	"11 years"	103
"K-1160 Vindafjord"	"12 years"	114
"K-1160 Vindafjord"	"13 years"	101
"K-1160 Vindafjord"	"14 years"	105
"K-1160 Vindafjord"	"15 years"	107
"K-1160 Vindafjord"	"16 years"	120
"K-1160 Vindafjord"	"17 years"	103
"K-1160 Vindafjord"	"18 years"	133
"K-1160 Vindafjord"	"19 years"	130
"K-1160 Vindafjord"	"20 years"	116
"K-1160 Vindafjord"	"21 years"	103
"K-1160 Vindafjord"	"22 years"	102
"K-1160 Vindafjord"	"23 years"	100
"K-1160 Vindafjord"	"24 years"	123
"K-1160 Vindafjord"	"25 years"	99
"K-1160 Vindafjord"	"26 years"	94
"K-1160 Vindafjord"	"27 years"	106
"K-1160 Vindafjord"	"28 years"	97
"K-1160 Vindafjord"	"29 years"	121
"K-1160 Vindafjord"	"30 years"	111
"K-1160 Vindafjord"	"31 years"	104
"K-1160 Vindafjord"	"32 years"	119
"K-1160 Vindafjord"	"33 years"	101
"K-1160 Vindafjord"	"34 years"	100
"K-1160 Vindafjord"	"35 years"	113
"K-1160 Vindafjord"	"36 years"	112
"K-1160 Vindafjord"	"37 years"	103
"K-1160 Vindafjord"	"38 years"	123
"K-1160 Vindafjord"	"39 years"	90
"K-1160 Vindafjord"	"40 years"	105
"K-1160 Vindafjord"	"41 years"	121
"K-1160 Vindafjord"	"42 years"	100
"K-1160 Vindafjord"	"43 years"	114
"K-1160 Vindafjord"	"44 years"	107
"K-1160 Vindafjord"	"45 years"	90
"K-1160 Vindafjord"	"46 years"	112
"K-1160 Vindafjord"	"47 years"	105
"K-1160 Vindafjord"	"48 years"	125
"K-1160 Vindafjord"	"49 years"	108
"K-1160 Vindafjord"	"50 years"	109
"K-1160 Vindafjord"	"51 years"	122
"K-1160 Vindafjord"	"52 years"	112
"K-1160 Vindafjord"	"53 years"	98
"K-1160 Vindafjord"	"54 years"	118
"K-1160 Vindafjord"	"55 years"	117
"K-1160 Vindafjord"	"56 years"	121
"K-1160 Vindafjord"	"57 years"	108
"K-1160 Vindafjord"	"58 years"	121
"K-1160 Vindafjord"	"59 years"	115
"K-1160 Vindafjord"	"60 years"	108
"K-1160 Vindafjord"	"61 years"	109
"K-1160 Vindafjord"	"62 years"	99
"K-1160 Vindafjord"	"63 years"	105
"K-1160 Vindafjord"	"64 years"	121
"K-1160 Vindafjord"	"65 years"	91
"K-1160 Vindafjord"	"66 years"	109
"K-1160 Vindafjord"	"67 years"	95
"K-1160 Vindafjord"	"68 years"	95
"K-1160 Vindafjord"	"69 years"	82
"K-1160 Vindafjord"	"70 years"	94
"K-1160 Vindafjord"	"71 years"	80
"K-1160 Vindafjord"	"72 years"	66
"K-1160 Vindafjord"	"73 years"	80
"K-1160 Vindafjord"	"74 years"	69
"K-1160 Vindafjord"	"75 years"	75
"K-1160 Vindafjord"	"76 years"	44
"K-1160 Vindafjord"	"77 years"	54
"K-1160 Vindafjord"	"78 years"	49
"K-1160 Vindafjord"	"79 years"	53
"K-1160 Vindafjord"	"80 years"	51
"K-1160 Vindafjord"	"81 years"	30
"K-1160 Vindafjord"	"82 years"	48
"K-1160 Vindafjord"	"83 years"	38
"K-1160 Vindafjord"	"84 years"	33
"K-1160 Vindafjord"	"85 years"	35
"K-1160 Vindafjord"	"86 years"	33
"K-1160 Vindafjord"	"87 years"	30
"K-1160 Vindafjord"	"88 years"	27
"K-1160 Vindafjord"	"89 years"	28
"K-1160 Vindafjord"	"90 years"	16
"K-1160 Vindafjord"	"91 years"	18
"K-1160 Vindafjord"	"92 years"	15
"K-1160 Vindafjord"	"93 years"	8
"K-1160 Vindafjord"	"94 years"	13
"K-1160 Vindafjord"	"95 years"	10
"K-1160 Vindafjord"	"96 years"	9
"K-1160 Vindafjord"	"97 years"	6
"K-1160 Vindafjord"	"98 years"	1
"K-1160 Vindafjord"	"99 years"	1
"K-1160 Vindafjord"	"100 years"	0
"K-1160 Vindafjord"	"101 years"	1
"K-1160 Vindafjord"	"102 years"	0
"K-1160 Vindafjord"	"103 years"	1
"K-1160 Vindafjord"	"104 years"	0
"K-1160 Vindafjord"	"105 years or older"	0
"K-4601 Bergen"	"0 years"	3160
"K-4601 Bergen"	"1 year"	3090
"K-4601 Bergen"	"2 years"	3061
"K-4601 Bergen"	"3 years"	3320
"K-4601 Bergen"	"4 years"	3220
"K-4601 Bergen"	"5 years"	3063
"K-4601 Bergen"	"6 years"	3025
"K-4601 Bergen"	"7 years"	3100
"K-4601 Bergen"	"8 years"	3095
"K-4601 Bergen"	"9 years"	3201
"K-4601 Bergen"	"10 years"	3176
"K-4601 Bergen"	"11 years"	3215
"K-4601 Bergen"	"12 years"	3075
"K-4601 Bergen"	"13 years"	3114
"K-4601 Bergen"	"14 years"	3045
"K-4601 Bergen"	"15 years"	3088
"K-4601 Bergen"	"16 years"	3066
"K-4601 Bergen"	"17 years"	3012
"K-4601 Bergen"	"18 years"	2990
"K-4601 Bergen"	"19 years"	3478
"K-4601 Bergen"	"20 years"	3798
"K-4601 Bergen"	"21 years"	4125
"K-4601 Bergen"	"22 years"	4465
"K-4601 Bergen"	"23 years"	4983
"K-4601 Bergen"	"24 years"	4857
"K-4601 Bergen"	"25 years"	4890
"K-4601 Bergen"	"26 years"	4824
"K-4601 Bergen"	"27 years"	4822
"K-4601 Bergen"	"28 years"	4887
"K-4601 Bergen"	"29 years"	4966
"K-4601 Bergen"	"30 years"	4926
"K-4601 Bergen"	"31 years"	4768
"K-4601 Bergen"	"32 years"	4443
"K-4601 Bergen"	"33 years"	4458
"K-4601 Bergen"	"34 years"	4332
"K-4601 Bergen"	"35 years"	4010
"K-4601 Bergen"	"36 years"	3912
"K-4601 Bergen"	"37 years"	4143
"K-4601 Bergen"	"38 years"	3925
"K-4601 Bergen"	"39 years"	3877
"K-4601 Bergen"	"40 years"	3818
"K-4601 Bergen"	"41 years"	3740
"K-4601 Bergen"	"42 years"	3532
"K-4601 Bergen"	"43 years"	3624
"K-4601 Bergen"	"44 years"	3824
"K-4601 Bergen"	"45 years"	3773
"K-4601 Bergen"	"46 years"	3876
"K-4601 Bergen"	"47 years"	3925
"K-4601 Bergen"	"48 years"	3779
"K-4601 Bergen"	"49 years"	3718
"K-4601 Bergen"	"50 years"	3856
"K-4601 Bergen"	"51 years"	3802
"K-4601 Bergen"	"52 years"	3728
"K-4601 Bergen"	"53 years"	3616
"K-4601 Bergen"	"54 years"	3477
"K-4601 Bergen"	"55 years"	3403
"K-4601 Bergen"	"56 years"	3445
"K-4601 Bergen"	"57 years"	3384
"K-4601 Bergen"	"58 years"	3268
"K-4601 Bergen"	"59 years"	3088
"K-4601 Bergen"	"60 years"	3194
"K-4601 Bergen"	"61 years"	3023
"K-4601 Bergen"	"62 years"	2918
"K-4601 Bergen"	"63 years"	2884
"K-4601 Bergen"	"64 years"	2731
"K-4601 Bergen"	"65 years"	2651
"K-4601 Bergen"	"66 years"	2537
"K-4601 Bergen"	"67 years"	2541
"K-4601 Bergen"	"68 years"	2309
"K-4601 Bergen"	"69 years"	2466
"K-4601 Bergen"	"70 years"	2330
"K-4601 Bergen"	"71 years"	2329
"K-4601 Bergen"	"72 years"	2444
"K-4601 Bergen"	"73 years"	2537
"K-4601 Bergen"	"74 years"	2121
"K-4601 Bergen"	"75 years"	1983
"K-4601 Bergen"	"76 years"	1747
"K-4601 Bergen"	"77 years"	1579
"K-4601 Bergen"	"78 years"	1378
"K-4601 Bergen"	"79 years"	1469
"K-4601 Bergen"	"80 years"	1336
"K-4601 Bergen"	"81 years"	1283
"K-4601 Bergen"	"82 years"	1135
"K-4601 Bergen"	"83 years"	1032
"K-4601 Bergen"	"84 years"	898
"K-4601 Bergen"	"85 years"	943
"K-4601 Bergen"	"86 years"	802
"K-4601 Bergen"	"87 years"	799
"K-4601 Bergen"	"88 years"	692
"K-4601 Bergen"	"89 years"	641
"K-4601 Bergen"	"90 years"	561
"K-4601 Bergen"	"91 years"	425
"K-4601 Bergen"	"92 years"	391
"K-4601 Bergen"	"93 years"	290
"K-4601 Bergen"	"94 years"	228
"K-4601 Bergen"	"95 years"	208
"K-4601 Bergen"	"96 years"	125
"K-4601 Bergen"	"97 years"	102
"K-4601 Bergen"	"98 years"	64
"K-4601 Bergen"	"99 years"	58
"K-4601 Bergen"	"100 years"	30
"K-4601 Bergen"	"101 years"	11
"K-4601 Bergen"	"102 years"	12
"K-4601 Bergen"	"103 years"	3
"K-4601 Bergen"	"104 years"	4
"K-4601 Bergen"	"105 years or older"	4
"K-4602 Kinn"	"0 years"	140
"K-4602 Kinn"	"1 year"	150
"K-4602 Kinn"	"2 years"	174
"K-4602 Kinn"	"3 years"	186
"K-4602 Kinn"	"4 years"	190
"K-4602 Kinn"	"5 years"	177
"K-4602 Kinn"	"6 years"	187
"K-4602 Kinn"	"7 years"	212
"K-4602 Kinn"	"8 years"	251
"K-4602 Kinn"	"9 years"	243
"K-4602 Kinn"	"10 years"	225
"K-4602 Kinn"	"11 years"	265
"K-4602 Kinn"	"12 years"	226
"K-4602 Kinn"	"13 years"	229
"K-4602 Kinn"	"14 years"	234
"K-4602 Kinn"	"15 years"	227
"K-4602 Kinn"	"16 years"	229
"K-4602 Kinn"	"17 years"	217
"K-4602 Kinn"	"18 years"	250
"K-4602 Kinn"	"19 years"	229
"K-4602 Kinn"	"20 years"	243
"K-4602 Kinn"	"21 years"	244
"K-4602 Kinn"	"22 years"	215
"K-4602 Kinn"	"23 years"	219
"K-4602 Kinn"	"24 years"	205
"K-4602 Kinn"	"25 years"	226
"K-4602 Kinn"	"26 years"	177
"K-4602 Kinn"	"27 years"	191
"K-4602 Kinn"	"28 years"	181
"K-4602 Kinn"	"29 years"	205
"K-4602 Kinn"	"30 years"	180
"K-4602 Kinn"	"31 years"	218
"K-4602 Kinn"	"32 years"	207
"K-4602 Kinn"	"33 years"	214
"K-4602 Kinn"	"34 years"	178
"K-4602 Kinn"	"35 years"	203
"K-4602 Kinn"	"36 years"	216
"K-4602 Kinn"	"37 years"	192
"K-4602 Kinn"	"38 years"	200
"K-4602 Kinn"	"39 years"	208
"K-4602 Kinn"	"40 years"	198
"K-4602 Kinn"	"41 years"	197
"K-4602 Kinn"	"42 years"	181
"K-4602 Kinn"	"43 years"	209
"K-4602 Kinn"	"44 years"	214
"K-4602 Kinn"	"45 years"	213
"K-4602 Kinn"	"46 years"	196
"K-4602 Kinn"	"47 years"	237
"K-4602 Kinn"	"48 years"	248
"K-4602 Kinn"	"49 years"	267
"K-4602 Kinn"	"50 years"	242
"K-4602 Kinn"	"51 years"	225
"K-4602 Kinn"	"52 years"	231
"K-4602 Kinn"	"53 years"	220
"K-4602 Kinn"	"54 years"	233
"K-4602 Kinn"	"55 years"	248
"K-4602 Kinn"	"56 years"	242
"K-4602 Kinn"	"57 years"	236
"K-4602 Kinn"	"58 years"	220
"K-4602 Kinn"	"59 years"	229
"K-4602 Kinn"	"60 years"	232
"K-4602 Kinn"	"61 years"	247
"K-4602 Kinn"	"62 years"	223
"K-4602 Kinn"	"63 years"	229
"K-4602 Kinn"	"64 years"	230
"K-4602 Kinn"	"65 years"	216
"K-4602 Kinn"	"66 years"	203
"K-4602 Kinn"	"67 years"	211
"K-4602 Kinn"	"68 years"	176
"K-4602 Kinn"	"69 years"	176
"K-4602 Kinn"	"70 years"	175
"K-4602 Kinn"	"71 years"	177
"K-4602 Kinn"	"72 years"	182
"K-4602 Kinn"	"73 years"	163
"K-4602 Kinn"	"74 years"	140
"K-4602 Kinn"	"75 years"	129
"K-4602 Kinn"	"76 years"	122
"K-4602 Kinn"	"77 years"	125
"K-4602 Kinn"	"78 years"	92
"K-4602 Kinn"	"79 years"	91
"K-4602 Kinn"	"80 years"	82
"K-4602 Kinn"	"81 years"	84
"K-4602 Kinn"	"82 years"	64
"K-4602 Kinn"	"83 years"	64
"K-4602 Kinn"	"84 years"	68
"K-4602 Kinn"	"85 years"	65
"K-4602 Kinn"	"86 years"	57
"K-4602 Kinn"	"87 years"	59
"K-4602 Kinn"	"88 years"	53
"K-4602 Kinn"	"89 years"	55
"K-4602 Kinn"	"90 years"	36
"K-4602 Kinn"	"91 years"	24
"K-4602 Kinn"	"92 years"	24
"K-4602 Kinn"	"93 years"	20
"K-4602 Kinn"	"94 years"	22
"K-4602 Kinn"	"95 years"	14
"K-4602 Kinn"	"96 years"	6
"K-4602 Kinn"	"97 years"	5
"K-4602 Kinn"	"98 years"	7
"K-4602 Kinn"	"99 years"	3
"K-4602 Kinn"	"100 years"	3
"K-4602 Kinn"	"101 years"	1
"K-4602 Kinn"	"102 years"	2
"K-4602 Kinn"	"103 years"	0
"K-4602 Kinn"	"104 years"	0
"K-4602 Kinn"	"105 years or older"	1
"K-4611 Etne"	"0 years"	43
"K-4611 Etne"	"1 year"	53
"K-4611 Etne"	"2 years"	48
"K-4611 Etne"	"3 years"	56
"K-4611 Etne"	"4 years"	49
"K-4611 Etne"	"5 years"	39
"K-4611 Etne"	"6 years"	48
"K-4611 Etne"	"7 years"	58
"K-4611 Etne"	"8 years"	73
"K-4611 Etne"	"9 years"	47
"K-4611 Etne"	"10 years"	53
"K-4611 Etne"	"11 years"	48
"K-4611 Etne"	"12 years"	39
"K-4611 Etne"	"13 years"	44
"K-4611 Etne"	"14 years"	53
"K-4611 Etne"	"15 years"	50
"K-4611 Etne"	"16 years"	48
"K-4611 Etne"	"17 years"	71
"K-4611 Etne"	"18 years"	49
"K-4611 Etne"	"19 years"	51
"K-4611 Etne"	"20 years"	50
"K-4611 Etne"	"21 years"	61
"K-4611 Etne"	"22 years"	30
"K-4611 Etne"	"23 years"	42
"K-4611 Etne"	"24 years"	40
"K-4611 Etne"	"25 years"	43
"K-4611 Etne"	"26 years"	35
"K-4611 Etne"	"27 years"	37
"K-4611 Etne"	"28 years"	50
"K-4611 Etne"	"29 years"	40
"K-4611 Etne"	"30 years"	46
"K-4611 Etne"	"31 years"	39
"K-4611 Etne"	"32 years"	40
"K-4611 Etne"	"33 years"	49
"K-4611 Etne"	"34 years"	44
"K-4611 Etne"	"35 years"	55
"K-4611 Etne"	"36 years"	42
"K-4611 Etne"	"37 years"	53
"K-4611 Etne"	"38 years"	49
"K-4611 Etne"	"39 years"	69
"K-4611 Etne"	"40 years"	41
"K-4611 Etne"	"41 years"	47
"K-4611 Etne"	"42 years"	46
"K-4611 Etne"	"43 years"	35
"K-4611 Etne"	"44 years"	51
"K-4611 Etne"	"45 years"	50
"K-4611 Etne"	"46 years"	64
"K-4611 Etne"	"47 years"	53
"K-4611 Etne"	"48 years"	56
"K-4611 Etne"	"49 years"	64
"K-4611 Etne"	"50 years"	62
"K-4611 Etne"	"51 years"	52
"K-4611 Etne"	"52 years"	59
"K-4611 Etne"	"53 years"	56
"K-4611 Etne"	"54 years"	39
"K-4611 Etne"	"55 years"	58
"K-4611 Etne"	"56 years"	38
"K-4611 Etne"	"57 years"	47
"K-4611 Etne"	"58 years"	56
"K-4611 Etne"	"59 years"	52
"K-4611 Etne"	"60 years"	45
"K-4611 Etne"	"61 years"	46
"K-4611 Etne"	"62 years"	49
"K-4611 Etne"	"63 years"	41
"K-4611 Etne"	"64 years"	57
"K-4611 Etne"	"65 years"	58
"K-4611 Etne"	"66 years"	50
"K-4611 Etne"	"67 years"	51
"K-4611 Etne"	"68 years"	47
"K-4611 Etne"	"69 years"	44
"K-4611 Etne"	"70 years"	41
"K-4611 Etne"	"71 years"	37
"K-4611 Etne"	"72 years"	49
"K-4611 Etne"	"73 years"	43
"K-4611 Etne"	"74 years"	31
"K-4611 Etne"	"75 years"	42
"K-4611 Etne"	"76 years"	30
"K-4611 Etne"	"77 years"	34
"K-4611 Etne"	"78 years"	32
"K-4611 Etne"	"79 years"	37
"K-4611 Etne"	"80 years"	18
"K-4611 Etne"	"81 years"	19
"K-4611 Etne"	"82 years"	21
"K-4611 Etne"	"83 years"	26
"K-4611 Etne"	"84 years"	16
"K-4611 Etne"	"85 years"	12
"K-4611 Etne"	"86 years"	18
"K-4611 Etne"	"87 years"	18
"K-4611 Etne"	"88 years"	11
"K-4611 Etne"	"89 years"	16
"K-4611 Etne"	"90 years"	7
"K-4611 Etne"	"91 years"	9
"K-4611 Etne"	"92 years"	13
"K-4611 Etne"	"93 years"	7
"K-4611 Etne"	"94 years"	5
"K-4611 Etne"	"95 years"	5
"K-4611 Etne"	"96 years"	7
"K-4611 Etne"	"97 years"	2
"K-4611 Etne"	"98 years"	3
"K-4611 Etne"	"99 years"	1
"K-4611 Etne"	"100 years"	3
"K-4611 Etne"	"101 years"	0
"K-4611 Etne"	"102 years"	0
"K-4611 Etne"	"103 years"	0
"K-4611 Etne"	"104 years"	0
"K-4611 Etne"	"105 years or older"	1
"K-4612 Sveio"	"0 years"	59
"K-4612 Sveio"	"1 year"	79
"K-4612 Sveio"	"2 years"	60
"K-4612 Sveio"	"3 years"	68
"K-4612 Sveio"	"4 years"	87
"K-4612 Sveio"	"5 years"	74
"K-4612 Sveio"	"6 years"	88
"K-4612 Sveio"	"7 years"	86
"K-4612 Sveio"	"8 years"	100
"K-4612 Sveio"	"9 years"	92
"K-4612 Sveio"	"10 years"	95
"K-4612 Sveio"	"11 years"	93
"K-4612 Sveio"	"12 years"	73
"K-4612 Sveio"	"13 years"	74
"K-4612 Sveio"	"14 years"	86
"K-4612 Sveio"	"15 years"	63
"K-4612 Sveio"	"16 years"	73
"K-4612 Sveio"	"17 years"	74
"K-4612 Sveio"	"18 years"	92
"K-4612 Sveio"	"19 years"	73
"K-4612 Sveio"	"20 years"	62
"K-4612 Sveio"	"21 years"	76
"K-4612 Sveio"	"22 years"	59
"K-4612 Sveio"	"23 years"	68
"K-4612 Sveio"	"24 years"	58
"K-4612 Sveio"	"25 years"	59
"K-4612 Sveio"	"26 years"	71
"K-4612 Sveio"	"27 years"	58
"K-4612 Sveio"	"28 years"	56
"K-4612 Sveio"	"29 years"	73
"K-4612 Sveio"	"30 years"	72
"K-4612 Sveio"	"31 years"	75
"K-4612 Sveio"	"32 years"	71
"K-4612 Sveio"	"33 years"	77
"K-4612 Sveio"	"34 years"	64
"K-4612 Sveio"	"35 years"	78
"K-4612 Sveio"	"36 years"	85
"K-4612 Sveio"	"37 years"	106
"K-4612 Sveio"	"38 years"	78
"K-4612 Sveio"	"39 years"	81
"K-4612 Sveio"	"40 years"	76
"K-4612 Sveio"	"41 years"	87
"K-4612 Sveio"	"42 years"	60
"K-4612 Sveio"	"43 years"	87
"K-4612 Sveio"	"44 years"	85
"K-4612 Sveio"	"45 years"	76
"K-4612 Sveio"	"46 years"	69
"K-4612 Sveio"	"47 years"	82
"K-4612 Sveio"	"48 years"	72
"K-4612 Sveio"	"49 years"	69
"K-4612 Sveio"	"50 years"	79
"K-4612 Sveio"	"51 years"	70
"K-4612 Sveio"	"52 years"	66
"K-4612 Sveio"	"53 years"	69
"K-4612 Sveio"	"54 years"	56
"K-4612 Sveio"	"55 years"	55
"K-4612 Sveio"	"56 years"	57
"K-4612 Sveio"	"57 years"	59
"K-4612 Sveio"	"58 years"	75
"K-4612 Sveio"	"59 years"	63
"K-4612 Sveio"	"60 years"	46
"K-4612 Sveio"	"61 years"	66
"K-4612 Sveio"	"62 years"	81
"K-4612 Sveio"	"63 years"	61
"K-4612 Sveio"	"64 years"	71
"K-4612 Sveio"	"65 years"	75
"K-4612 Sveio"	"66 years"	79
"K-4612 Sveio"	"67 years"	69
"K-4612 Sveio"	"68 years"	66
"K-4612 Sveio"	"69 years"	84
"K-4612 Sveio"	"70 years"	55
"K-4612 Sveio"	"71 years"	63
"K-4612 Sveio"	"72 years"	41
"K-4612 Sveio"	"73 years"	63
"K-4612 Sveio"	"74 years"	45
"K-4612 Sveio"	"75 years"	38
"K-4612 Sveio"	"76 years"	31
"K-4612 Sveio"	"77 years"	38
"K-4612 Sveio"	"78 years"	24
"K-4612 Sveio"	"79 years"	35
"K-4612 Sveio"	"80 years"	18
"K-4612 Sveio"	"81 years"	25
"K-4612 Sveio"	"82 years"	10
"K-4612 Sveio"	"83 years"	21
"K-4612 Sveio"	"84 years"	18
"K-4612 Sveio"	"85 years"	19
"K-4612 Sveio"	"86 years"	19
"K-4612 Sveio"	"87 years"	13
"K-4612 Sveio"	"88 years"	12
"K-4612 Sveio"	"89 years"	15
"K-4612 Sveio"	"90 years"	11
"K-4612 Sveio"	"91 years"	7
"K-4612 Sveio"	"92 years"	2
"K-4612 Sveio"	"93 years"	4
"K-4612 Sveio"	"94 years"	4
"K-4612 Sveio"	"95 years"	4
"K-4612 Sveio"	"96 years"	1
"K-4612 Sveio"	"97 years"	0
"K-4612 Sveio"	"98 years"	2
"K-4612 Sveio"	"99 years"	0
"K-4612 Sveio"	"100 years"	0
"K-4612 Sveio"	"101 years"	0
"K-4612 Sveio"	"102 years"	2
"K-4612 Sveio"	"103 years"	0
"K-4612 Sveio"	"104 years"	0
"K-4612 Sveio"	"105 years or older"	0
"K-4613 Bømlo"	"0 years"	120
"K-4613 Bømlo"	"1 year"	117
"K-4613 Bømlo"	"2 years"	131
"K-4613 Bømlo"	"3 years"	146
"K-4613 Bømlo"	"4 years"	142
"K-4613 Bømlo"	"5 years"	166
"K-4613 Bømlo"	"6 years"	158
"K-4613 Bømlo"	"7 years"	158
"K-4613 Bømlo"	"8 years"	163
"K-4613 Bømlo"	"9 years"	177
"K-4613 Bømlo"	"10 years"	192
"K-4613 Bømlo"	"11 years"	166
"K-4613 Bømlo"	"12 years"	191
"K-4613 Bømlo"	"13 years"	187
"K-4613 Bømlo"	"14 years"	158
"K-4613 Bømlo"	"15 years"	180
"K-4613 Bømlo"	"16 years"	154
"K-4613 Bømlo"	"17 years"	180
"K-4613 Bømlo"	"18 years"	194
"K-4613 Bømlo"	"19 years"	188
"K-4613 Bømlo"	"20 years"	153
"K-4613 Bømlo"	"21 years"	154
"K-4613 Bømlo"	"22 years"	159
"K-4613 Bømlo"	"23 years"	144
"K-4613 Bømlo"	"24 years"	134
"K-4613 Bømlo"	"25 years"	130
"K-4613 Bømlo"	"26 years"	129
"K-4613 Bømlo"	"27 years"	123
"K-4613 Bømlo"	"28 years"	149
"K-4613 Bømlo"	"29 years"	104
"K-4613 Bømlo"	"30 years"	131
"K-4613 Bømlo"	"31 years"	167
"K-4613 Bømlo"	"32 years"	158
"K-4613 Bømlo"	"33 years"	132
"K-4613 Bømlo"	"34 years"	131
"K-4613 Bømlo"	"35 years"	156
"K-4613 Bømlo"	"36 years"	138
"K-4613 Bømlo"	"37 years"	164
"K-4613 Bømlo"	"38 years"	154
"K-4613 Bømlo"	"39 years"	148
"K-4613 Bømlo"	"40 years"	175
"K-4613 Bømlo"	"41 years"	132
"K-4613 Bømlo"	"42 years"	142
"K-4613 Bømlo"	"43 years"	146
"K-4613 Bømlo"	"44 years"	141
"K-4613 Bømlo"	"45 years"	174
"K-4613 Bømlo"	"46 years"	157
"K-4613 Bømlo"	"47 years"	170
"K-4613 Bømlo"	"48 years"	175
"K-4613 Bømlo"	"49 years"	161
"K-4613 Bømlo"	"50 years"	151
"K-4613 Bømlo"	"51 years"	160
"K-4613 Bømlo"	"52 years"	163
"K-4613 Bømlo"	"53 years"	152
"K-4613 Bømlo"	"54 years"	156
"K-4613 Bømlo"	"55 years"	165
"K-4613 Bømlo"	"56 years"	114
"K-4613 Bømlo"	"57 years"	131
"K-4613 Bømlo"	"58 years"	136
"K-4613 Bømlo"	"59 years"	138
"K-4613 Bømlo"	"60 years"	143
"K-4613 Bømlo"	"61 years"	121
"K-4613 Bømlo"	"62 years"	125
"K-4613 Bømlo"	"63 years"	123
"K-4613 Bømlo"	"64 years"	152
"K-4613 Bømlo"	"65 years"	117
"K-4613 Bømlo"	"66 years"	134
"K-4613 Bømlo"	"67 years"	143
"K-4613 Bømlo"	"68 years"	134
"K-4613 Bømlo"	"69 years"	120
"K-4613 Bømlo"	"70 years"	140
"K-4613 Bømlo"	"71 years"	133
"K-4613 Bømlo"	"72 years"	118
"K-4613 Bømlo"	"73 years"	117
"K-4613 Bømlo"	"74 years"	110
"K-4613 Bømlo"	"75 years"	82
"K-4613 Bømlo"	"76 years"	93
