"10826: Population, by region, age, contents and year"

"region";"age";"Persons 2021"
"110305 Storhaug";"64 years";152
"110305 Storhaug";"65 years";148
"110305 Storhaug";"66 years";150
"110305 Storhaug";"67 years";132
"110305 Storhaug";"68 years";146
"110305 Storhaug";"69 years";119
"110305 Storhaug";"70 years";142
"110305 Storhaug";"71 years";115
"110305 Storhaug";"72 years";102
"110305 Storhaug";"73 years";89
"110305 Storhaug";"74 years";105
"110305 Storhaug";"75 years";91
"110305 Storhaug";"76 years";56
"110305 Storhaug";"77 years";75
"110305 Storhaug";"78 years";55
"110305 Storhaug";"79 years";46
"110305 Storhaug";"80 years";52
"110305 Storhaug";"81 years";43
"110305 Storhaug";"82 years";38
"110305 Storhaug";"83 years";31
"110305 Storhaug";"84 years";30
"110305 Storhaug";"85 years";18
"110305 Storhaug";"86 years";21
"110305 Storhaug";"87 years";29
"110305 Storhaug";"88 years";18
"110305 Storhaug";"89 years";22
"110305 Storhaug";"90 years";22
"110305 Storhaug";"91 years";22
"110305 Storhaug";"92 years";19
"110305 Storhaug";"93 years";14
"110305 Storhaug";"94 years";13
"110305 Storhaug";"95 years";9
"110305 Storhaug";"96 years";7
"110305 Storhaug";"97 years";9
"110305 Storhaug";"98 years";3
"110305 Storhaug";"99 years";3
"110305 Storhaug";"100 years";2
"110305 Storhaug";"101 years";2
"110305 Storhaug";"102 years";1
"110305 Storhaug";"103 years";0
"110305 Storhaug";"104 years";0
"110305 Storhaug";"105 years or older";0
"110306 Hillevåg";"0 years";216
"110306 Hillevåg";"1 year";212
"110306 Hillevåg";"2 years";245
"110306 Hillevåg";"3 years";259
"110306 Hillevåg";"4 years";221
"110306 Hillevåg";"5 years";252
"110306 Hillevåg";"6 years";224
"110306 Hillevåg";"7 years";268
"110306 Hillevåg";"8 years";250
"110306 Hillevåg";"9 years";240
"110306 Hillevåg";"10 years";257
"110306 Hillevåg";"11 years";251
"110306 Hillevåg";"12 years";252
"110306 Hillevåg";"13 years";263
"110306 Hillevåg";"14 years";243
"110306 Hillevåg";"15 years";191
"110306 Hillevåg";"16 years";219
"110306 Hillevåg";"17 years";207
"110306 Hillevåg";"18 years";226
"110306 Hillevåg";"19 years";201
"110306 Hillevåg";"20 years";226
"110306 Hillevåg";"21 years";259
"110306 Hillevåg";"22 years";250
"110306 Hillevåg";"23 years";292
"110306 Hillevåg";"24 years";256
"110306 Hillevåg";"25 years";288
"110306 Hillevåg";"26 years";314
"110306 Hillevåg";"27 years";323
"110306 Hillevåg";"28 years";295
"110306 Hillevåg";"29 years";318
"110306 Hillevåg";"30 years";317
"110306 Hillevåg";"31 years";305
"110306 Hillevåg";"32 years";334
"110306 Hillevåg";"33 years";326
"110306 Hillevåg";"34 years";289
"110306 Hillevåg";"35 years";293
"110306 Hillevåg";"36 years";301
"110306 Hillevåg";"37 years";282
"110306 Hillevåg";"38 years";286
"110306 Hillevåg";"39 years";302
"110306 Hillevåg";"40 years";305
"110306 Hillevåg";"41 years";280
"110306 Hillevåg";"42 years";286
"110306 Hillevåg";"43 years";291
"110306 Hillevåg";"44 years";279
"110306 Hillevåg";"45 years";273
"110306 Hillevåg";"46 years";290
"110306 Hillevåg";"47 years";277
"110306 Hillevåg";"48 years";271
"110306 Hillevåg";"49 years";233
"110306 Hillevåg";"50 years";273
"110306 Hillevåg";"51 years";266
"110306 Hillevåg";"52 years";236
"110306 Hillevåg";"53 years";242
"110306 Hillevåg";"54 years";234
"110306 Hillevåg";"55 years";236
"110306 Hillevåg";"56 years";240
"110306 Hillevåg";"57 years";244
"110306 Hillevåg";"58 years";231
"110306 Hillevåg";"59 years";204
"110306 Hillevåg";"60 years";221
"110306 Hillevåg";"61 years";208
"110306 Hillevåg";"62 years";215
"110306 Hillevåg";"63 years";227
"110306 Hillevåg";"64 years";182
"110306 Hillevåg";"65 years";198
"110306 Hillevåg";"66 years";198
"110306 Hillevåg";"67 years";173
"110306 Hillevåg";"68 years";200
"110306 Hillevåg";"69 years";161
"110306 Hillevåg";"70 years";175
"110306 Hillevåg";"71 years";159
"110306 Hillevåg";"72 years";158
"110306 Hillevåg";"73 years";163
"110306 Hillevåg";"74 years";167
"110306 Hillevåg";"75 years";137
"110306 Hillevåg";"76 years";148
"110306 Hillevåg";"77 years";97
"110306 Hillevåg";"78 years";93
"110306 Hillevåg";"79 years";94
"110306 Hillevåg";"80 years";88
"110306 Hillevåg";"81 years";83
"110306 Hillevåg";"82 years";83
"110306 Hillevåg";"83 years";72
"110306 Hillevåg";"84 years";66
"110306 Hillevåg";"85 years";47
"110306 Hillevåg";"86 years";51
"110306 Hillevåg";"87 years";55
"110306 Hillevåg";"88 years";47
"110306 Hillevåg";"89 years";42
"110306 Hillevåg";"90 years";41
"110306 Hillevåg";"91 years";29
"110306 Hillevåg";"92 years";19
"110306 Hillevåg";"93 years";26
"110306 Hillevåg";"94 years";13
"110306 Hillevåg";"95 years";13
"110306 Hillevåg";"96 years";6
"110306 Hillevåg";"97 years";4
"110306 Hillevåg";"98 years";7
"110306 Hillevåg";"99 years";4
"110306 Hillevåg";"100 years";4
"110306 Hillevåg";"101 years";2
"110306 Hillevåg";"102 years";1
"110306 Hillevåg";"103 years";0
"110306 Hillevåg";"104 years";0
"110306 Hillevåg";"105 years or older";0
"110307 Hinna";"0 years";259
"110307 Hinna";"1 year";237
"110307 Hinna";"2 years";275
"110307 Hinna";"3 years";289
"110307 Hinna";"4 years";297
"110307 Hinna";"5 years";305
"110307 Hinna";"6 years";290
"110307 Hinna";"7 years";290
"110307 Hinna";"8 years";343
"110307 Hinna";"9 years";340
"110307 Hinna";"10 years";339
"110307 Hinna";"11 years";303
"110307 Hinna";"12 years";329
"110307 Hinna";"13 years";322
"110307 Hinna";"14 years";365
"110307 Hinna";"15 years";305
"110307 Hinna";"16 years";329
"110307 Hinna";"17 years";307
"110307 Hinna";"18 years";294
"110307 Hinna";"19 years";285
"110307 Hinna";"20 years";281
"110307 Hinna";"21 years";280
"110307 Hinna";"22 years";266
"110307 Hinna";"23 years";265
"110307 Hinna";"24 years";262
"110307 Hinna";"25 years";269
"110307 Hinna";"26 years";268
"110307 Hinna";"27 years";246
"110307 Hinna";"28 years";267
"110307 Hinna";"29 years";263
"110307 Hinna";"30 years";253
"110307 Hinna";"31 years";305
"110307 Hinna";"32 years";289
"110307 Hinna";"33 years";294
"110307 Hinna";"34 years";306
"110307 Hinna";"35 years";305
"110307 Hinna";"36 years";352
"110307 Hinna";"37 years";342
"110307 Hinna";"38 years";350
"110307 Hinna";"39 years";368
"110307 Hinna";"40 years";377
"110307 Hinna";"41 years";372
"110307 Hinna";"42 years";331
"110307 Hinna";"43 years";322
"110307 Hinna";"44 years";339
"110307 Hinna";"45 years";297
"110307 Hinna";"46 years";332
"110307 Hinna";"47 years";344
"110307 Hinna";"48 years";355
"110307 Hinna";"49 years";339
"110307 Hinna";"50 years";311
"110307 Hinna";"51 years";351
"110307 Hinna";"52 years";310
"110307 Hinna";"53 years";335
"110307 Hinna";"54 years";293
"110307 Hinna";"55 years";302
"110307 Hinna";"56 years";289
"110307 Hinna";"57 years";295
"110307 Hinna";"58 years";285
"110307 Hinna";"59 years";302
"110307 Hinna";"60 years";264
"110307 Hinna";"61 years";266
"110307 Hinna";"62 years";251
"110307 Hinna";"63 years";265
"110307 Hinna";"64 years";234
"110307 Hinna";"65 years";271
"110307 Hinna";"66 years";236
"110307 Hinna";"67 years";241
"110307 Hinna";"68 years";218
"110307 Hinna";"69 years";196
"110307 Hinna";"70 years";202
"110307 Hinna";"71 years";177
"110307 Hinna";"72 years";155
"110307 Hinna";"73 years";165
"110307 Hinna";"74 years";149
"110307 Hinna";"75 years";130
"110307 Hinna";"76 years";132
"110307 Hinna";"77 years";133
"110307 Hinna";"78 years";101
"110307 Hinna";"79 years";81
"110307 Hinna";"80 years";68
"110307 Hinna";"81 years";86
"110307 Hinna";"82 years";71
"110307 Hinna";"83 years";58
"110307 Hinna";"84 years";54
"110307 Hinna";"85 years";49
"110307 Hinna";"86 years";38
"110307 Hinna";"87 years";39
"110307 Hinna";"88 years";42
"110307 Hinna";"89 years";36
"110307 Hinna";"90 years";35
"110307 Hinna";"91 years";34
"110307 Hinna";"92 years";27
"110307 Hinna";"93 years";15
"110307 Hinna";"94 years";18
"110307 Hinna";"95 years";11
"110307 Hinna";"96 years";8
"110307 Hinna";"97 years";4
"110307 Hinna";"98 years";5
"110307 Hinna";"99 years";4
"110307 Hinna";"100 years";2
"110307 Hinna";"101 years";1
"110307 Hinna";"102 years";2
"110307 Hinna";"103 years";0
"110307 Hinna";"104 years";0
"110307 Hinna";"105 years or older";0
"110308 Finnøy";"0 years";29
"110308 Finnøy";"1 year";37
"110308 Finnøy";"2 years";27
"110308 Finnøy";"3 years";50
"110308 Finnøy";"4 years";41
"110308 Finnøy";"5 years";51
"110308 Finnøy";"6 years";44
"110308 Finnøy";"7 years";47
"110308 Finnøy";"8 years";43
"110308 Finnøy";"9 years";58
"110308 Finnøy";"10 years";41
"110308 Finnøy";"11 years";54
"110308 Finnøy";"12 years";38
"110308 Finnøy";"13 years";48
"110308 Finnøy";"14 years";37
"110308 Finnøy";"15 years";28
"110308 Finnøy";"16 years";35
"110308 Finnøy";"17 years";33
"110308 Finnøy";"18 years";42
"110308 Finnøy";"19 years";40
"110308 Finnøy";"20 years";36
"110308 Finnøy";"21 years";33
"110308 Finnøy";"22 years";29
"110308 Finnøy";"23 years";24
"110308 Finnøy";"24 years";42
"110308 Finnøy";"25 years";33
"110308 Finnøy";"26 years";42
"110308 Finnøy";"27 years";36
"110308 Finnøy";"28 years";29
"110308 Finnøy";"29 years";36
"110308 Finnøy";"30 years";45
"110308 Finnøy";"31 years";37
"110308 Finnøy";"32 years";38
"110308 Finnøy";"33 years";39
"110308 Finnøy";"34 years";58
"110308 Finnøy";"35 years";41
"110308 Finnøy";"36 years";44
"110308 Finnøy";"37 years";43
"110308 Finnøy";"38 years";51
"110308 Finnøy";"39 years";54
"110308 Finnøy";"40 years";53
"110308 Finnøy";"41 years";38
"110308 Finnøy";"42 years";44
"110308 Finnøy";"43 years";39
"110308 Finnøy";"44 years";33
"110308 Finnøy";"45 years";32
"110308 Finnøy";"46 years";38
"110308 Finnøy";"47 years";24
"110308 Finnøy";"48 years";32
"110308 Finnøy";"49 years";29
"110308 Finnøy";"50 years";45
"110308 Finnøy";"51 years";30
"110308 Finnøy";"52 years";31
"110308 Finnøy";"53 years";27
"110308 Finnøy";"54 years";35
"110308 Finnøy";"55 years";46
"110308 Finnøy";"56 years";48
"110308 Finnøy";"57 years";46
"110308 Finnøy";"58 years";46
"110308 Finnøy";"59 years";40
"110308 Finnøy";"60 years";50
"110308 Finnøy";"61 years";46
"110308 Finnøy";"62 years";40
"110308 Finnøy";"63 years";44
"110308 Finnøy";"64 years";53
"110308 Finnøy";"65 years";39
"110308 Finnøy";"66 years";39
"110308 Finnøy";"67 years";64
"110308 Finnøy";"68 years";31
"110308 Finnøy";"69 years";29
"110308 Finnøy";"70 years";38
"110308 Finnøy";"71 years";23
"110308 Finnøy";"72 years";36
"110308 Finnøy";"73 years";31
"110308 Finnøy";"74 years";22
"110308 Finnøy";"75 years";38
"110308 Finnøy";"76 years";24
"110308 Finnøy";"77 years";25
"110308 Finnøy";"78 years";18
"110308 Finnøy";"79 years";20
"110308 Finnøy";"80 years";18
"110308 Finnøy";"81 years";17
"110308 Finnøy";"82 years";21
"110308 Finnøy";"83 years";14
"110308 Finnøy";"84 years";10
"110308 Finnøy";"85 years";6
"110308 Finnøy";"86 years";11
"110308 Finnøy";"87 years";11
"110308 Finnøy";"88 years";12
"110308 Finnøy";"89 years";12
"110308 Finnøy";"90 years";8
"110308 Finnøy";"91 years";8
"110308 Finnøy";"92 years";1
"110308 Finnøy";"93 years";3
"110308 Finnøy";"94 years";2
"110308 Finnøy";"95 years";1
"110308 Finnøy";"96 years";0
"110308 Finnøy";"97 years";2
"110308 Finnøy";"98 years";0
"110308 Finnøy";"99 years";1
"110308 Finnøy";"100 years";0
"110308 Finnøy";"101 years";1
"110308 Finnøy";"102 years";0
"110308 Finnøy";"103 years";0
"110308 Finnøy";"104 years";0
"110308 Finnøy";"105 years or older";0
"110309 Rennesøy";"0 years";45
"110309 Rennesøy";"1 year";63
"110309 Rennesøy";"2 years";56
"110309 Rennesøy";"3 years";57
"110309 Rennesøy";"4 years";65
"110309 Rennesøy";"5 years";70
"110309 Rennesøy";"6 years";62
"110309 Rennesøy";"7 years";77
"110309 Rennesøy";"8 years";86
"110309 Rennesøy";"9 years";75
"110309 Rennesøy";"10 years";85
"110309 Rennesøy";"11 years";92
"110309 Rennesøy";"12 years";72
"110309 Rennesøy";"13 years";79
"110309 Rennesøy";"14 years";95
"110309 Rennesøy";"15 years";74
"110309 Rennesøy";"16 years";71
"110309 Rennesøy";"17 years";78
"110309 Rennesøy";"18 years";64
"110309 Rennesøy";"19 years";83
"110309 Rennesøy";"20 years";68
"110309 Rennesøy";"21 years";50
"110309 Rennesøy";"22 years";49
"110309 Rennesøy";"23 years";46
"110309 Rennesøy";"24 years";52
"110309 Rennesøy";"25 years";60
"110309 Rennesøy";"26 years";44
"110309 Rennesøy";"27 years";54
"110309 Rennesøy";"28 years";71
"110309 Rennesøy";"29 years";53
"110309 Rennesøy";"30 years";71
"110309 Rennesøy";"31 years";94
"110309 Rennesøy";"32 years";72
"110309 Rennesøy";"33 years";53
"110309 Rennesøy";"34 years";61
"110309 Rennesøy";"35 years";59
"110309 Rennesøy";"36 years";53
"110309 Rennesøy";"37 years";53
"110309 Rennesøy";"38 years";67
"110309 Rennesøy";"39 years";74
"110309 Rennesøy";"40 years";66
"110309 Rennesøy";"41 years";73
"110309 Rennesøy";"42 years";73
"110309 Rennesøy";"43 years";79
"110309 Rennesøy";"44 years";77
"110309 Rennesøy";"45 years";91
"110309 Rennesøy";"46 years";80
"110309 Rennesøy";"47 years";82
"110309 Rennesøy";"48 years";66
"110309 Rennesøy";"49 years";76
"110309 Rennesøy";"50 years";80
"110309 Rennesøy";"51 years";78
"110309 Rennesøy";"52 years";84
"110309 Rennesøy";"53 years";71
"110309 Rennesøy";"54 years";82
"110309 Rennesøy";"55 years";70
"110309 Rennesøy";"56 years";64
"110309 Rennesøy";"57 years";81
"110309 Rennesøy";"58 years";53
"110309 Rennesøy";"59 years";64
"110309 Rennesøy";"60 years";65
"110309 Rennesøy";"61 years";54
"110309 Rennesøy";"62 years";52
"110309 Rennesøy";"63 years";55
"110309 Rennesøy";"64 years";54
"110309 Rennesøy";"65 years";57
"110309 Rennesøy";"66 years";58
"110309 Rennesøy";"67 years";50
"110309 Rennesøy";"68 years";37
"110309 Rennesøy";"69 years";35
"110309 Rennesøy";"70 years";45
"110309 Rennesøy";"71 years";35
"110309 Rennesøy";"72 years";43
"110309 Rennesøy";"73 years";38
"110309 Rennesøy";"74 years";34
"110309 Rennesøy";"75 years";39
"110309 Rennesøy";"76 years";29
"110309 Rennesøy";"77 years";22
"110309 Rennesøy";"78 years";22
"110309 Rennesøy";"79 years";29
"110309 Rennesøy";"80 years";20
"110309 Rennesøy";"81 years";14
"110309 Rennesøy";"82 years";13
"110309 Rennesøy";"83 years";8
"110309 Rennesøy";"84 years";10
"110309 Rennesøy";"85 years";17
"110309 Rennesøy";"86 years";11
"110309 Rennesøy";"87 years";9
"110309 Rennesøy";"88 years";7
"110309 Rennesøy";"89 years";12
"110309 Rennesøy";"90 years";6
"110309 Rennesøy";"91 years";7
"110309 Rennesøy";"92 years";4
"110309 Rennesøy";"93 years";7
"110309 Rennesøy";"94 years";4
"110309 Rennesøy";"95 years";2
"110309 Rennesøy";"96 years";2
"110309 Rennesøy";"97 years";1
"110309 Rennesøy";"98 years";0
"110309 Rennesøy";"99 years";1
"110309 Rennesøy";"100 years";0
"110309 Rennesøy";"101 years";0
"110309 Rennesøy";"102 years";0
"110309 Rennesøy";"103 years";0
"110309 Rennesøy";"104 years";0
"110309 Rennesøy";"105 years or older";0
"110399 Unknown urban district Stavanger";"0 years";0
"110399 Unknown urban district Stavanger";"1 year";0
"110399 Unknown urban district Stavanger";"2 years";2
"110399 Unknown urban district Stavanger";"3 years";1
"110399 Unknown urban district Stavanger";"4 years";4
"110399 Unknown urban district Stavanger";"5 years";2
"110399 Unknown urban district Stavanger";"6 years";3
"110399 Unknown urban district Stavanger";"7 years";3
"110399 Unknown urban district Stavanger";"8 years";3
"110399 Unknown urban district Stavanger";"9 years";1
"110399 Unknown urban district Stavanger";"10 years";4
"110399 Unknown urban district Stavanger";"11 years";1
"110399 Unknown urban district Stavanger";"12 years";3
"110399 Unknown urban district Stavanger";"13 years";0
"110399 Unknown urban district Stavanger";"14 years";0
"110399 Unknown urban district Stavanger";"15 years";3
"110399 Unknown urban district Stavanger";"16 years";1
"110399 Unknown urban district Stavanger";"17 years";0
"110399 Unknown urban district Stavanger";"18 years";1
"110399 Unknown urban district Stavanger";"19 years";2
"110399 Unknown urban district Stavanger";"20 years";0
"110399 Unknown urban district Stavanger";"21 years";0
"110399 Unknown urban district Stavanger";"22 years";1
"110399 Unknown urban district Stavanger";"23 years";0
"110399 Unknown urban district Stavanger";"24 years";1
"110399 Unknown urban district Stavanger";"25 years";1
"110399 Unknown urban district Stavanger";"26 years";3
"110399 Unknown urban district Stavanger";"27 years";3
"110399 Unknown urban district Stavanger";"28 years";7
"110399 Unknown urban district Stavanger";"29 years";8
"110399 Unknown urban district Stavanger";"30 years";9
"110399 Unknown urban district Stavanger";"31 years";7
"110399 Unknown urban district Stavanger";"32 years";4
"110399 Unknown urban district Stavanger";"33 years";4
"110399 Unknown urban district Stavanger";"34 years";10
"110399 Unknown urban district Stavanger";"35 years";6
"110399 Unknown urban district Stavanger";"36 years";6
"110399 Unknown urban district Stavanger";"37 years";5
"110399 Unknown urban district Stavanger";"38 years";11
"110399 Unknown urban district Stavanger";"39 years";5
"110399 Unknown urban district Stavanger";"40 years";8
"110399 Unknown urban district Stavanger";"41 years";7
"110399 Unknown urban district Stavanger";"42 years";9
"110399 Unknown urban district Stavanger";"43 years";2
"110399 Unknown urban district Stavanger";"44 years";4
"110399 Unknown urban district Stavanger";"45 years";4
"110399 Unknown urban district Stavanger";"46 years";6
"110399 Unknown urban district Stavanger";"47 years";7
"110399 Unknown urban district Stavanger";"48 years";6
"110399 Unknown urban district Stavanger";"49 years";6
"110399 Unknown urban district Stavanger";"50 years";5
"110399 Unknown urban district Stavanger";"51 years";2
"110399 Unknown urban district Stavanger";"52 years";4
"110399 Unknown urban district Stavanger";"53 years";3
"110399 Unknown urban district Stavanger";"54 years";7
"110399 Unknown urban district Stavanger";"55 years";0
"110399 Unknown urban district Stavanger";"56 years";6
"110399 Unknown urban district Stavanger";"57 years";3
"110399 Unknown urban district Stavanger";"58 years";5
"110399 Unknown urban district Stavanger";"59 years";2
"110399 Unknown urban district Stavanger";"60 years";0
"110399 Unknown urban district Stavanger";"61 years";3
"110399 Unknown urban district Stavanger";"62 years";6
"110399 Unknown urban district Stavanger";"63 years";1
"110399 Unknown urban district Stavanger";"64 years";1
"110399 Unknown urban district Stavanger";"65 years";2
"110399 Unknown urban district Stavanger";"66 years";2
"110399 Unknown urban district Stavanger";"67 years";1
"110399 Unknown urban district Stavanger";"68 years";1
"110399 Unknown urban district Stavanger";"69 years";3
"110399 Unknown urban district Stavanger";"70 years";1
"110399 Unknown urban district Stavanger";"71 years";2
"110399 Unknown urban district Stavanger";"72 years";0
"110399 Unknown urban district Stavanger";"73 years";0
"110399 Unknown urban district Stavanger";"74 years";0
"110399 Unknown urban district Stavanger";"75 years";1
"110399 Unknown urban district Stavanger";"76 years";0
"110399 Unknown urban district Stavanger";"77 years";1
"110399 Unknown urban district Stavanger";"78 years";1
"110399 Unknown urban district Stavanger";"79 years";2
"110399 Unknown urban district Stavanger";"80 years";0
"110399 Unknown urban district Stavanger";"81 years";0
"110399 Unknown urban district Stavanger";"82 years";0
"110399 Unknown urban district Stavanger";"83 years";0
"110399 Unknown urban district Stavanger";"84 years";0
"110399 Unknown urban district Stavanger";"85 years";0
"110399 Unknown urban district Stavanger";"86 years";0
"110399 Unknown urban district Stavanger";"87 years";0
"110399 Unknown urban district Stavanger";"88 years";0
"110399 Unknown urban district Stavanger";"89 years";0
"110399 Unknown urban district Stavanger";"90 years";0
"110399 Unknown urban district Stavanger";"91 years";0
"110399 Unknown urban district Stavanger";"92 years";0
"110399 Unknown urban district Stavanger";"93 years";0
"110399 Unknown urban district Stavanger";"94 years";1
"110399 Unknown urban district Stavanger";"95 years";0
"110399 Unknown urban district Stavanger";"96 years";0
"110399 Unknown urban district Stavanger";"97 years";0
"110399 Unknown urban district Stavanger";"98 years";0
"110399 Unknown urban district Stavanger";"99 years";0
"110399 Unknown urban district Stavanger";"100 years";0
"110399 Unknown urban district Stavanger";"101 years";0
"110399 Unknown urban district Stavanger";"102 years";0
"110399 Unknown urban district Stavanger";"103 years";0
"110399 Unknown urban district Stavanger";"104 years";0
"110399 Unknown urban district Stavanger";"105 years or older";1
"460100 Bergen total";"0 years";3065
"460100 Bergen total";"1 year";3100
"460100 Bergen total";"2 years";3050
"460100 Bergen total";"3 years";3037
"460100 Bergen total";"4 years";3303
"460100 Bergen total";"5 years";3209
"460100 Bergen total";"6 years";3033
"460100 Bergen total";"7 years";3016
"460100 Bergen total";"8 years";3083
"460100 Bergen total";"9 years";3081
"460100 Bergen total";"10 years";3191
"460100 Bergen total";"11 years";3168
"460100 Bergen total";"12 years";3219
"460100 Bergen total";"13 years";3076
"460100 Bergen total";"14 years";3119
"460100 Bergen total";"15 years";3043
"460100 Bergen total";"16 years";3095
"460100 Bergen total";"17 years";3077
"460100 Bergen total";"18 years";3037
"460100 Bergen total";"19 years";3239
"460100 Bergen total";"20 years";3848
"460100 Bergen total";"21 years";4173
"460100 Bergen total";"22 years";4512
"460100 Bergen total";"23 years";4815
"460100 Bergen total";"24 years";5117
"460100 Bergen total";"25 years";4898
"460100 Bergen total";"26 years";4876
"460100 Bergen total";"27 years";4818
"460100 Bergen total";"28 years";4808
"460100 Bergen total";"29 years";4844
"460100 Bergen total";"30 years";4850
"460100 Bergen total";"31 years";4860
"460100 Bergen total";"32 years";4713
"460100 Bergen total";"33 years";4408
"460100 Bergen total";"34 years";4432
"460100 Bergen total";"35 years";4249
"460100 Bergen total";"36 years";3960
"460100 Bergen total";"37 years";3872
"460100 Bergen total";"38 years";4105
"460100 Bergen total";"39 years";3872
"460100 Bergen total";"40 years";3876
"460100 Bergen total";"41 years";3792
"460100 Bergen total";"42 years";3732
"460100 Bergen total";"43 years";3512
"460100 Bergen total";"44 years";3586
"460100 Bergen total";"45 years";3832
"460100 Bergen total";"46 years";3731
"460100 Bergen total";"47 years";3840
"460100 Bergen total";"48 years";3894
"460100 Bergen total";"49 years";3756
"460100 Bergen total";"50 years";3702
"460100 Bergen total";"51 years";3845
"460100 Bergen total";"52 years";3793
"460100 Bergen total";"53 years";3692
"460100 Bergen total";"54 years";3611
"460100 Bergen total";"55 years";3474
"460100 Bergen total";"56 years";3380
"460100 Bergen total";"57 years";3405
"460100 Bergen total";"58 years";3359
"460100 Bergen total";"59 years";3242
"460100 Bergen total";"60 years";3066
"460100 Bergen total";"61 years";3181
"460100 Bergen total";"62 years";2990
"460100 Bergen total";"63 years";2892
"460100 Bergen total";"64 years";2849
"460100 Bergen total";"65 years";2700
"460100 Bergen total";"66 years";2610
"460100 Bergen total";"67 years";2490
"460100 Bergen total";"68 years";2501
"460100 Bergen total";"69 years";2262
"460100 Bergen total";"70 years";2426
"460100 Bergen total";"71 years";2292
"460100 Bergen total";"72 years";2275
"460100 Bergen total";"73 years";2414
"460100 Bergen total";"74 years";2485
"460100 Bergen total";"75 years";2058
"460100 Bergen total";"76 years";1952
"460100 Bergen total";"77 years";1701
"460100 Bergen total";"78 years";1533
"460100 Bergen total";"79 years";1337
"460100 Bergen total";"80 years";1413
"460100 Bergen total";"81 years";1274
"460100 Bergen total";"82 years";1227
"460100 Bergen total";"83 years";1069
"460100 Bergen total";"84 years";961
"460100 Bergen total";"85 years";842
"460100 Bergen total";"86 years";882
"460100 Bergen total";"87 years";735
"460100 Bergen total";"88 years";702
"460100 Bergen total";"89 years";615
"460100 Bergen total";"90 years";548
"460100 Bergen total";"91 years";473
"460100 Bergen total";"92 years";367
"460100 Bergen total";"93 years";328
"460100 Bergen total";"94 years";212
"460100 Bergen total";"95 years";176
"460100 Bergen total";"96 years";156
"460100 Bergen total";"97 years";88
"460100 Bergen total";"98 years";75
"460100 Bergen total";"99 years";41
"460100 Bergen total";"100 years";37
"460100 Bergen total";"101 years";19
"460100 Bergen total";"102 years";8
"460100 Bergen total";"103 years";7
"460100 Bergen total";"104 years";2
"460100 Bergen total";"105 years or older";5
"460101 Arna";"0 years";146
"460101 Arna";"1 year";165
"460101 Arna";"2 years";139
"460101 Arna";"3 years";160
"460101 Arna";"4 years";158
"460101 Arna";"5 years";159
"460101 Arna";"6 years";150
"460101 Arna";"7 years";170
"460101 Arna";"8 years";185
"460101 Arna";"9 years";164
"460101 Arna";"10 years";181
"460101 Arna";"11 years";190
"460101 Arna";"12 years";204
"460101 Arna";"13 years";169
"460101 Arna";"14 years";175
"460101 Arna";"15 years";182
"460101 Arna";"16 years";182
"460101 Arna";"17 years";170
"460101 Arna";"18 years";167
"460101 Arna";"19 years";171
"460101 Arna";"20 years";189
"460101 Arna";"21 years";161
"460101 Arna";"22 years";142
"460101 Arna";"23 years";144
"460101 Arna";"24 years";140
"460101 Arna";"25 years";153
"460101 Arna";"26 years";149
"460101 Arna";"27 years";178
"460101 Arna";"28 years";177
"460101 Arna";"29 years";162
"460101 Arna";"30 years";182
"460101 Arna";"31 years";194
"460101 Arna";"32 years";183
"460101 Arna";"33 years";184
"460101 Arna";"34 years";186
"460101 Arna";"35 years";187
"460101 Arna";"36 years";184
"460101 Arna";"37 years";175
"460101 Arna";"38 years";221
"460101 Arna";"39 years";205
"460101 Arna";"40 years";188
"460101 Arna";"41 years";196
"460101 Arna";"42 years";200
"460101 Arna";"43 years";195
"460101 Arna";"44 years";207
"460101 Arna";"45 years";222
"460101 Arna";"46 years";217
"460101 Arna";"47 years";196
"460101 Arna";"48 years";203
"460101 Arna";"49 years";187
"460101 Arna";"50 years";188
"460101 Arna";"51 years";211
"460101 Arna";"52 years";185
"460101 Arna";"53 years";184
"460101 Arna";"54 years";176
"460101 Arna";"55 years";185
"460101 Arna";"56 years";169
"460101 Arna";"57 years";183
"460101 Arna";"58 years";172
"460101 Arna";"59 years";155
"460101 Arna";"60 years";149
"460101 Arna";"61 years";149
"460101 Arna";"62 years";130
"460101 Arna";"63 years";147
"460101 Arna";"64 years";133
"460101 Arna";"65 years";127
"460101 Arna";"66 years";116
"460101 Arna";"67 years";116
"460101 Arna";"68 years";130
"460101 Arna";"69 years";121
"460101 Arna";"70 years";131
"460101 Arna";"71 years";125
"460101 Arna";"72 years";122
"460101 Arna";"73 years";126
"460101 Arna";"74 years";131
"460101 Arna";"75 years";134
"460101 Arna";"76 years";114
"460101 Arna";"77 years";101
"460101 Arna";"78 years";94
"460101 Arna";"79 years";86
"460101 Arna";"80 years";82
"460101 Arna";"81 years";75
"460101 Arna";"82 years";62
"460101 Arna";"83 years";67
"460101 Arna";"84 years";58
"460101 Arna";"85 years";46
"460101 Arna";"86 years";43
"460101 Arna";"87 years";37
"460101 Arna";"88 years";37
"460101 Arna";"89 years";41
"460101 Arna";"90 years";42
"460101 Arna";"91 years";30
"460101 Arna";"92 years";25
"460101 Arna";"93 years";19
"460101 Arna";"94 years";14
"460101 Arna";"95 years";12
"460101 Arna";"96 years";8
"460101 Arna";"97 years";6
"460101 Arna";"98 years";4
