"10826: Population, by region, age, contents and year"

"region";"age";"Persons 2021"
"030107a Vestre Aker";"15 years";624
"030107a Vestre Aker";"16 years";637
"030107a Vestre Aker";"17 years";572
"030107a Vestre Aker";"18 years";532
"030107a Vestre Aker";"19 years";548
"030107a Vestre Aker";"20 years";541
"030107a Vestre Aker";"21 years";459
"030107a Vestre Aker";"22 years";502
"030107a Vestre Aker";"23 years";491
"030107a Vestre Aker";"24 years";515
"030107a Vestre Aker";"25 years";575
"030107a Vestre Aker";"26 years";530
"030107a Vestre Aker";"27 years";548
"030107a Vestre Aker";"28 years";590
"030107a Vestre Aker";"29 years";585
"030107a Vestre Aker";"30 years";660
"030107a Vestre Aker";"31 years";714
"030107a Vestre Aker";"32 years";665
"030107a Vestre Aker";"33 years";706
"030107a Vestre Aker";"34 years";718
"030107a Vestre Aker";"35 years";740
"030107a Vestre Aker";"36 years";708
"030107a Vestre Aker";"37 years";716
"030107a Vestre Aker";"38 years";730
"030107a Vestre Aker";"39 years";743
"030107a Vestre Aker";"40 years";797
"030107a Vestre Aker";"41 years";736
"030107a Vestre Aker";"42 years";693
"030107a Vestre Aker";"43 years";729
"030107a Vestre Aker";"44 years";774
"030107a Vestre Aker";"45 years";739
"030107a Vestre Aker";"46 years";758
"030107a Vestre Aker";"47 years";752
"030107a Vestre Aker";"48 years";686
"030107a Vestre Aker";"49 years";740
"030107a Vestre Aker";"50 years";669
"030107a Vestre Aker";"51 years";705
"030107a Vestre Aker";"52 years";610
"030107a Vestre Aker";"53 years";573
"030107a Vestre Aker";"54 years";578
"030107a Vestre Aker";"55 years";652
"030107a Vestre Aker";"56 years";606
"030107a Vestre Aker";"57 years";556
"030107a Vestre Aker";"58 years";541
"030107a Vestre Aker";"59 years";524
"030107a Vestre Aker";"60 years";539
"030107a Vestre Aker";"61 years";529
"030107a Vestre Aker";"62 years";512
"030107a Vestre Aker";"63 years";548
"030107a Vestre Aker";"64 years";502
"030107a Vestre Aker";"65 years";458
"030107a Vestre Aker";"66 years";551
"030107a Vestre Aker";"67 years";484
"030107a Vestre Aker";"68 years";468
"030107a Vestre Aker";"69 years";492
"030107a Vestre Aker";"70 years";445
"030107a Vestre Aker";"71 years";473
"030107a Vestre Aker";"72 years";470
"030107a Vestre Aker";"73 years";503
"030107a Vestre Aker";"74 years";558
"030107a Vestre Aker";"75 years";482
"030107a Vestre Aker";"76 years";433
"030107a Vestre Aker";"77 years";362
"030107a Vestre Aker";"78 years";295
"030107a Vestre Aker";"79 years";246
"030107a Vestre Aker";"80 years";241
"030107a Vestre Aker";"81 years";259
"030107a Vestre Aker";"82 years";200
"030107a Vestre Aker";"83 years";191
"030107a Vestre Aker";"84 years";180
"030107a Vestre Aker";"85 years";145
"030107a Vestre Aker";"86 years";109
"030107a Vestre Aker";"87 years";132
"030107a Vestre Aker";"88 years";120
"030107a Vestre Aker";"89 years";118
"030107a Vestre Aker";"90 years";100
"030107a Vestre Aker";"91 years";94
"030107a Vestre Aker";"92 years";72
"030107a Vestre Aker";"93 years";55
"030107a Vestre Aker";"94 years";54
"030107a Vestre Aker";"95 years";34
"030107a Vestre Aker";"96 years";32
"030107a Vestre Aker";"97 years";30
"030107a Vestre Aker";"98 years";12
"030107a Vestre Aker";"99 years";9
"030107a Vestre Aker";"100 years";7
"030107a Vestre Aker";"101 years";2
"030107a Vestre Aker";"102 years";1
"030107a Vestre Aker";"103 years";1
"030107a Vestre Aker";"104 years";0
"030107a Vestre Aker";"105 years or older";0
"030108a Nordre Aker";"0 years";586
"030108a Nordre Aker";"1 year";565
"030108a Nordre Aker";"2 years";616
"030108a Nordre Aker";"3 years";598
"030108a Nordre Aker";"4 years";624
"030108a Nordre Aker";"5 years";668
"030108a Nordre Aker";"6 years";644
"030108a Nordre Aker";"7 years";689
"030108a Nordre Aker";"8 years";659
"030108a Nordre Aker";"9 years";678
"030108a Nordre Aker";"10 years";725
"030108a Nordre Aker";"11 years";712
"030108a Nordre Aker";"12 years";671
"030108a Nordre Aker";"13 years";665
"030108a Nordre Aker";"14 years";647
"030108a Nordre Aker";"15 years";640
"030108a Nordre Aker";"16 years";634
"030108a Nordre Aker";"17 years";593
"030108a Nordre Aker";"18 years";565
"030108a Nordre Aker";"19 years";653
"030108a Nordre Aker";"20 years";804
"030108a Nordre Aker";"21 years";864
"030108a Nordre Aker";"22 years";871
"030108a Nordre Aker";"23 years";945
"030108a Nordre Aker";"24 years";925
"030108a Nordre Aker";"25 years";944
"030108a Nordre Aker";"26 years";832
"030108a Nordre Aker";"27 years";835
"030108a Nordre Aker";"28 years";779
"030108a Nordre Aker";"29 years";776
"030108a Nordre Aker";"30 years";824
"030108a Nordre Aker";"31 years";823
"030108a Nordre Aker";"32 years";754
"030108a Nordre Aker";"33 years";726
"030108a Nordre Aker";"34 years";749
"030108a Nordre Aker";"35 years";718
"030108a Nordre Aker";"36 years";740
"030108a Nordre Aker";"37 years";677
"030108a Nordre Aker";"38 years";734
"030108a Nordre Aker";"39 years";721
"030108a Nordre Aker";"40 years";743
"030108a Nordre Aker";"41 years";758
"030108a Nordre Aker";"42 years";723
"030108a Nordre Aker";"43 years";753
"030108a Nordre Aker";"44 years";683
"030108a Nordre Aker";"45 years";759
"030108a Nordre Aker";"46 years";720
"030108a Nordre Aker";"47 years";793
"030108a Nordre Aker";"48 years";777
"030108a Nordre Aker";"49 years";795
"030108a Nordre Aker";"50 years";745
"030108a Nordre Aker";"51 years";714
"030108a Nordre Aker";"52 years";664
"030108a Nordre Aker";"53 years";664
"030108a Nordre Aker";"54 years";635
"030108a Nordre Aker";"55 years";620
"030108a Nordre Aker";"56 years";613
"030108a Nordre Aker";"57 years";572
"030108a Nordre Aker";"58 years";536
"030108a Nordre Aker";"59 years";566
"030108a Nordre Aker";"60 years";564
"030108a Nordre Aker";"61 years";487
"030108a Nordre Aker";"62 years";502
"030108a Nordre Aker";"63 years";520
"030108a Nordre Aker";"64 years";451
"030108a Nordre Aker";"65 years";466
"030108a Nordre Aker";"66 years";430
"030108a Nordre Aker";"67 years";418
"030108a Nordre Aker";"68 years";408
"030108a Nordre Aker";"69 years";400
"030108a Nordre Aker";"70 years";363
"030108a Nordre Aker";"71 years";372
"030108a Nordre Aker";"72 years";392
"030108a Nordre Aker";"73 years";421
"030108a Nordre Aker";"74 years";406
"030108a Nordre Aker";"75 years";331
"030108a Nordre Aker";"76 years";335
"030108a Nordre Aker";"77 years";282
"030108a Nordre Aker";"78 years";247
"030108a Nordre Aker";"79 years";196
"030108a Nordre Aker";"80 years";195
"030108a Nordre Aker";"81 years";206
"030108a Nordre Aker";"82 years";168
"030108a Nordre Aker";"83 years";144
"030108a Nordre Aker";"84 years";132
"030108a Nordre Aker";"85 years";157
"030108a Nordre Aker";"86 years";112
"030108a Nordre Aker";"87 years";119
"030108a Nordre Aker";"88 years";138
"030108a Nordre Aker";"89 years";105
"030108a Nordre Aker";"90 years";103
"030108a Nordre Aker";"91 years";74
"030108a Nordre Aker";"92 years";55
"030108a Nordre Aker";"93 years";57
"030108a Nordre Aker";"94 years";40
"030108a Nordre Aker";"95 years";48
"030108a Nordre Aker";"96 years";27
"030108a Nordre Aker";"97 years";13
"030108a Nordre Aker";"98 years";16
"030108a Nordre Aker";"99 years";12
"030108a Nordre Aker";"100 years";7
"030108a Nordre Aker";"101 years";1
"030108a Nordre Aker";"102 years";1
"030108a Nordre Aker";"103 years";3
"030108a Nordre Aker";"104 years";1
"030108a Nordre Aker";"105 years or older";3
"030109a Bjerke";"0 years";491
"030109a Bjerke";"1 year";485
"030109a Bjerke";"2 years";494
"030109a Bjerke";"3 years";463
"030109a Bjerke";"4 years";474
"030109a Bjerke";"5 years";449
"030109a Bjerke";"6 years";461
"030109a Bjerke";"7 years";410
"030109a Bjerke";"8 years";452
"030109a Bjerke";"9 years";446
"030109a Bjerke";"10 years";468
"030109a Bjerke";"11 years";444
"030109a Bjerke";"12 years";442
"030109a Bjerke";"13 years";399
"030109a Bjerke";"14 years";408
"030109a Bjerke";"15 years";385
"030109a Bjerke";"16 years";381
"030109a Bjerke";"17 years";375
"030109a Bjerke";"18 years";345
"030109a Bjerke";"19 years";345
"030109a Bjerke";"20 years";340
"030109a Bjerke";"21 years";356
"030109a Bjerke";"22 years";357
"030109a Bjerke";"23 years";344
"030109a Bjerke";"24 years";445
"030109a Bjerke";"25 years";457
"030109a Bjerke";"26 years";537
"030109a Bjerke";"27 years";547
"030109a Bjerke";"28 years";641
"030109a Bjerke";"29 years";677
"030109a Bjerke";"30 years";685
"030109a Bjerke";"31 years";763
"030109a Bjerke";"32 years";696
"030109a Bjerke";"33 years";694
"030109a Bjerke";"34 years";638
"030109a Bjerke";"35 years";648
"030109a Bjerke";"36 years";628
"030109a Bjerke";"37 years";589
"030109a Bjerke";"38 years";580
"030109a Bjerke";"39 years";564
"030109a Bjerke";"40 years";598
"030109a Bjerke";"41 years";599
"030109a Bjerke";"42 years";519
"030109a Bjerke";"43 years";561
"030109a Bjerke";"44 years";501
"030109a Bjerke";"45 years";499
"030109a Bjerke";"46 years";557
"030109a Bjerke";"47 years";500
"030109a Bjerke";"48 years";512
"030109a Bjerke";"49 years";439
"030109a Bjerke";"50 years";455
"030109a Bjerke";"51 years";423
"030109a Bjerke";"52 years";421
"030109a Bjerke";"53 years";389
"030109a Bjerke";"54 years";408
"030109a Bjerke";"55 years";377
"030109a Bjerke";"56 years";354
"030109a Bjerke";"57 years";320
"030109a Bjerke";"58 years";342
"030109a Bjerke";"59 years";316
"030109a Bjerke";"60 years";310
"030109a Bjerke";"61 years";281
"030109a Bjerke";"62 years";267
"030109a Bjerke";"63 years";249
"030109a Bjerke";"64 years";283
"030109a Bjerke";"65 years";244
"030109a Bjerke";"66 years";233
"030109a Bjerke";"67 years";208
"030109a Bjerke";"68 years";201
"030109a Bjerke";"69 years";220
"030109a Bjerke";"70 years";203
"030109a Bjerke";"71 years";194
"030109a Bjerke";"72 years";195
"030109a Bjerke";"73 years";181
"030109a Bjerke";"74 years";197
"030109a Bjerke";"75 years";156
"030109a Bjerke";"76 years";160
"030109a Bjerke";"77 years";137
"030109a Bjerke";"78 years";106
"030109a Bjerke";"79 years";106
"030109a Bjerke";"80 years";107
"030109a Bjerke";"81 years";105
"030109a Bjerke";"82 years";89
"030109a Bjerke";"83 years";77
"030109a Bjerke";"84 years";72
"030109a Bjerke";"85 years";68
"030109a Bjerke";"86 years";62
"030109a Bjerke";"87 years";60
"030109a Bjerke";"88 years";49
"030109a Bjerke";"89 years";53
"030109a Bjerke";"90 years";45
"030109a Bjerke";"91 years";47
"030109a Bjerke";"92 years";31
"030109a Bjerke";"93 years";28
"030109a Bjerke";"94 years";19
"030109a Bjerke";"95 years";19
"030109a Bjerke";"96 years";21
"030109a Bjerke";"97 years";11
"030109a Bjerke";"98 years";5
"030109a Bjerke";"99 years";3
"030109a Bjerke";"100 years";4
"030109a Bjerke";"101 years";2
"030109a Bjerke";"102 years";0
"030109a Bjerke";"103 years";0
"030109a Bjerke";"104 years";0
"030109a Bjerke";"105 years or older";2
"030110a Grorud";"0 years";285
"030110a Grorud";"1 year";299
"030110a Grorud";"2 years";325
"030110a Grorud";"3 years";333
"030110a Grorud";"4 years";307
"030110a Grorud";"5 years";322
"030110a Grorud";"6 years";338
"030110a Grorud";"7 years";290
"030110a Grorud";"8 years";319
"030110a Grorud";"9 years";335
"030110a Grorud";"10 years";303
"030110a Grorud";"11 years";316
"030110a Grorud";"12 years";339
"030110a Grorud";"13 years";294
"030110a Grorud";"14 years";333
"030110a Grorud";"15 years";317
"030110a Grorud";"16 years";306
"030110a Grorud";"17 years";315
"030110a Grorud";"18 years";307
"030110a Grorud";"19 years";303
"030110a Grorud";"20 years";296
"030110a Grorud";"21 years";303
"030110a Grorud";"22 years";300
"030110a Grorud";"23 years";332
"030110a Grorud";"24 years";335
"030110a Grorud";"25 years";371
"030110a Grorud";"26 years";372
"030110a Grorud";"27 years";403
"030110a Grorud";"28 years";432
"030110a Grorud";"29 years";460
"030110a Grorud";"30 years";460
"030110a Grorud";"31 years";437
"030110a Grorud";"32 years";477
"030110a Grorud";"33 years";421
"030110a Grorud";"34 years";456
"030110a Grorud";"35 years";413
"030110a Grorud";"36 years";452
"030110a Grorud";"37 years";431
"030110a Grorud";"38 years";420
"030110a Grorud";"39 years";428
"030110a Grorud";"40 years";432
"030110a Grorud";"41 years";424
"030110a Grorud";"42 years";371
"030110a Grorud";"43 years";388
"030110a Grorud";"44 years";404
"030110a Grorud";"45 years";399
"030110a Grorud";"46 years";404
"030110a Grorud";"47 years";376
"030110a Grorud";"48 years";378
"030110a Grorud";"49 years";401
"030110a Grorud";"50 years";407
"030110a Grorud";"51 years";392
"030110a Grorud";"52 years";425
"030110a Grorud";"53 years";388
"030110a Grorud";"54 years";379
"030110a Grorud";"55 years";402
"030110a Grorud";"56 years";381
"030110a Grorud";"57 years";387
"030110a Grorud";"58 years";336
"030110a Grorud";"59 years";342
"030110a Grorud";"60 years";338
"030110a Grorud";"61 years";317
"030110a Grorud";"62 years";290
"030110a Grorud";"63 years";276
"030110a Grorud";"64 years";268
"030110a Grorud";"65 years";246
"030110a Grorud";"66 years";243
"030110a Grorud";"67 years";222
"030110a Grorud";"68 years";212
"030110a Grorud";"69 years";201
"030110a Grorud";"70 years";191
"030110a Grorud";"71 years";187
"030110a Grorud";"72 years";182
"030110a Grorud";"73 years";195
"030110a Grorud";"74 years";203
"030110a Grorud";"75 years";172
"030110a Grorud";"76 years";168
"030110a Grorud";"77 years";146
"030110a Grorud";"78 years";148
"030110a Grorud";"79 years";105
"030110a Grorud";"80 years";110
"030110a Grorud";"81 years";85
"030110a Grorud";"82 years";91
"030110a Grorud";"83 years";95
"030110a Grorud";"84 years";84
"030110a Grorud";"85 years";76
"030110a Grorud";"86 years";73
"030110a Grorud";"87 years";72
"030110a Grorud";"88 years";69
"030110a Grorud";"89 years";52
"030110a Grorud";"90 years";51
"030110a Grorud";"91 years";45
"030110a Grorud";"92 years";29
"030110a Grorud";"93 years";33
"030110a Grorud";"94 years";23
"030110a Grorud";"95 years";15
"030110a Grorud";"96 years";13
"030110a Grorud";"97 years";11
"030110a Grorud";"98 years";6
"030110a Grorud";"99 years";7
"030110a Grorud";"100 years";2
"030110a Grorud";"101 years";0
"030110a Grorud";"102 years";1
"030110a Grorud";"103 years";0
"030110a Grorud";"104 years";0
"030110a Grorud";"105 years or older";1
"030111a Stovner";"0 years";352
"030111a Stovner";"1 year";419
"030111a Stovner";"2 years";369
"030111a Stovner";"3 years";364
"030111a Stovner";"4 years";439
"030111a Stovner";"5 years";421
"030111a Stovner";"6 years";410
"030111a Stovner";"7 years";403
"030111a Stovner";"8 years";436
"030111a Stovner";"9 years";420
"030111a Stovner";"10 years";417
"030111a Stovner";"11 years";413
"030111a Stovner";"12 years";468
"030111a Stovner";"13 years";462
"030111a Stovner";"14 years";460
"030111a Stovner";"15 years";439
"030111a Stovner";"16 years";504
"030111a Stovner";"17 years";498
"030111a Stovner";"18 years";482
"030111a Stovner";"19 years";481
"030111a Stovner";"20 years";462
"030111a Stovner";"21 years";453
"030111a Stovner";"22 years";437
"030111a Stovner";"23 years";392
"030111a Stovner";"24 years";453
"030111a Stovner";"25 years";390
"030111a Stovner";"26 years";417
"030111a Stovner";"27 years";413
"030111a Stovner";"28 years";430
"030111a Stovner";"29 years";432
"030111a Stovner";"30 years";432
"030111a Stovner";"31 years";464
"030111a Stovner";"32 years";492
"030111a Stovner";"33 years";439
"030111a Stovner";"34 years";489
"030111a Stovner";"35 years";463
"030111a Stovner";"36 years";469
"030111a Stovner";"37 years";468
"030111a Stovner";"38 years";411
"030111a Stovner";"39 years";422
"030111a Stovner";"40 years";458
"030111a Stovner";"41 years";428
"030111a Stovner";"42 years";427
"030111a Stovner";"43 years";464
"030111a Stovner";"44 years";463
"030111a Stovner";"45 years";482
"030111a Stovner";"46 years";470
"030111a Stovner";"47 years";447
"030111a Stovner";"48 years";445
"030111a Stovner";"49 years";501
"030111a Stovner";"50 years";504
"030111a Stovner";"51 years";485
"030111a Stovner";"52 years";481
"030111a Stovner";"53 years";462
"030111a Stovner";"54 years";494
"030111a Stovner";"55 years";454
"030111a Stovner";"56 years";417
"030111a Stovner";"57 years";380
"030111a Stovner";"58 years";392
"030111a Stovner";"59 years";382
"030111a Stovner";"60 years";387
"030111a Stovner";"61 years";338
"030111a Stovner";"62 years";372
"030111a Stovner";"63 years";300
"030111a Stovner";"64 years";276
"030111a Stovner";"65 years";269
"030111a Stovner";"66 years";279
"030111a Stovner";"67 years";275
"030111a Stovner";"68 years";269
"030111a Stovner";"69 years";260
"030111a Stovner";"70 years";277
"030111a Stovner";"71 years";253
"030111a Stovner";"72 years";274
"030111a Stovner";"73 years";250
"030111a Stovner";"74 years";287
"030111a Stovner";"75 years";290
"030111a Stovner";"76 years";260
"030111a Stovner";"77 years";223
"030111a Stovner";"78 years";223
"030111a Stovner";"79 years";163
"030111a Stovner";"80 years";168
"030111a Stovner";"81 years";144
"030111a Stovner";"82 years";131
"030111a Stovner";"83 years";116
"030111a Stovner";"84 years";110
"030111a Stovner";"85 years";82
"030111a Stovner";"86 years";77
"030111a Stovner";"87 years";77
"030111a Stovner";"88 years";57
"030111a Stovner";"89 years";64
"030111a Stovner";"90 years";40
"030111a Stovner";"91 years";51
"030111a Stovner";"92 years";26
"030111a Stovner";"93 years";16
"030111a Stovner";"94 years";18
"030111a Stovner";"95 years";17
"030111a Stovner";"96 years";13
"030111a Stovner";"97 years";10
"030111a Stovner";"98 years";7
"030111a Stovner";"99 years";2
"030111a Stovner";"100 years";5
"030111a Stovner";"101 years";1
"030111a Stovner";"102 years";0
"030111a Stovner";"103 years";0
"030111a Stovner";"104 years";1
"030111a Stovner";"105 years or older";0
"030112a Alna";"0 years";609
"030112a Alna";"1 year";592
"030112a Alna";"2 years";595
"030112a Alna";"3 years";637
"030112a Alna";"4 years";609
"030112a Alna";"5 years";577
"030112a Alna";"6 years";678
"030112a Alna";"7 years";633
"030112a Alna";"8 years";595
"030112a Alna";"9 years";645
"030112a Alna";"10 years";611
"030112a Alna";"11 years";617
"030112a Alna";"12 years";588
"030112a Alna";"13 years";616
"030112a Alna";"14 years";522
"030112a Alna";"15 years";565
"030112a Alna";"16 years";586
"030112a Alna";"17 years";594
"030112a Alna";"18 years";546
